TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOK;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;SUHU_MIN;SUHU_MAX;KELEMBABAN;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE
19/05/23;1;16;0;16;0.09;0.1;6.5;18;18;10;10;28.0;28.0;3.5;10;10;56;14;65.0;22;9;8;0.321;0.428;0.107;0;0;30;32;65;17984;18000;1
20/05/23;2;15;0;31;0.17;0.23;7.9;22;40;8;18;22.0;50.0;0.1;0;10;73;17;84.0;19;11;2;0.549;0.593;0.044;0;0;30;32;65;17969;18000;1
21/05/23;3;6;0;37;0.21;0.36;9.4;26;66;12;30;33.0;83.0;2.6;7;17;94;20;105.0;21;11;1;0.711;0.794;0.083;0;0;30;32;65;17963;18000;1
22/05/23;4;16;0;53;0.29;0.49;10.8;30;96;14;44;39.0;122.0;3.2;9;26;117;24;135.0;30;18;6;0.826;0.909;0.083;0;0;30;32;65;17947;18000;1
23/05/23;5;10;0;63;0.35;0.62;12.2;34;131;12;56;33.0;156.0;-0.2;-1;25;144;27;175.0;40;31;13;0.914;0.891;-0.023;0;0;30;32;65;17937;18000;1
24/05/23;6;10;0;73;0.41;0.75;13.7;38;170;14;70;39.0;194.0;0.3;1;24;174;30;202.0;28;28;-3;0.979;0.963;-0.016;0;0;30;32;65;17927;18000;1
25/05/23;7;7;0;80;0.44;0.68;15.5;43;210;16;86;44.0;239.0;0.5;1;29;205;33;227.0;25;22;-8;1.029;1.052;0.023;270;305;30;32;65;17920;18000;1
26/05/23;8;8;0;88;0.49;1.01;16.2;45;260;16;102;44.0;283.0;-0.2;-1;23;244;37;260.0;33;16;-4;1.068;1.09;0.022;268;295;28;30;60;17912;18000;1
27/05/23;9;10;0;98;0.54;1.14;19.1;53;312;19;121;53.0;336.0;-0.1;0;24;285;41;306.0;46;21;5;1.099;1.098;-0.001;274;306;28;30;60;17902;18000;1
28/05/23;10;6;0;104;0.58;1.27;20.2;56;372;20;141;56.0;392.0;-0.2;0;20;330;45;340.0;34;10;-11;1.129;1.152;0.023;281;292;28;30;60;17896;18000;1
29/05/23;11;7;0;111;0.62;1.4;22.7;63;435;21;162;58.0;450.0;-1.7;-5;15;380;49;396.0;56;16;7;1.149;1.138;-0.011;289;312;28;30;60;17889;18000;1
30/05/23;12;9;0;120;0.67;1.53;24.5;68;506;24;186;67.0;517.0;-0.5;-1;11;434;54;446.0;51;12;-4;1.169;1.158;-0.011;297;317;28;30;60;17880;18000;1
31/05/23;13;6;0;126;0.7;1.68;26.3;73;584;26;212;72.0;589.0;-0.3;-1;5;492;56;500.0;54;8;-2;1.186;1.178;-0.008;305;322;28;30;60;17874;18000;1
01/06/23;14;5;0;131;0.73;1.79;28.1;78;668;28;240;78.0;667.0;-0.1;0;-1;553;61;569.0;69;16;8;1.208;1.172;-0.036;313;342;28;30;60;17869;18000;1
02/06/23;15;4;0;135;0.75;1.92;30.2;84;752;31;271;86.0;753.0;0.8;2;1;618;65;632.0;63;14;-2;1.219;1.191;-0.028;320;348;26;28;55;17865;18000;1
03/06/23;16;7;0;142;0.79;2.06;32.4;90;841;32;303;89.0;842.0;-0.4;-1;1;685;68;702.0;70;17;2;1.229;1.199;-0.03;327;360;26;28;55;17858;18000;1
04/06/23;17;7;0;149;0.83;2.18;34.6;96;936;36;339;100.0;942.0;1.4;4;6;756;71;773.0;71;17;0;1.239;1.218;-0.021;334;367;26;28;55;17851;18000;1
05/06/23;18;15;0;164;0.91;2.31;36.7;102;1036;36;375;100.0;1042.0;-0.7;-2;6;830;74;865.0;92;35;18;1.249;1.204;-0.045;343;392;26;28;55;17836;18000;1
06/06/23;19;5;0;169;0.94;2.44;38.2;106;1142;39;414;108.0;1150.0;0.8;2;8;908;77;939.0;74;31;-3;1.259;1.225;-0.034;378;396;26;28;55;17831;18000;1
07/06/23;20;8;0;177;0.98;2.57;41.0;114;1256;41;455;114.0;1264.0;0.0;0;8;967;80;1025.0;86;58;6;1.272;1.233;-0.039;383;407;26;28;55;17823;18000;1
08/06/23;21;5;0;182;1.01;2.7;43.2;120;1382;43;498;119.0;1383.0;-0.2;-1;1;1069;82;1106.0;81;37;-1;1.294;1.251;-0.043;387;413;26;28;55;17818;18000;1
09/06/23;22;9;0;191;1.06;2.83;45.4;126;1517;46;544;128.0;1511.0;0.6;2;-6;1153;84;1222.0;116;69;32;1.137;1.237;0.1;391;440;24;26;50;17809;18000;1
10/06/23;23;12;0;203;1.13;2.96;47.5;132;1656;49;593;136.0;1647.0;1.5;4;-9;1239;86;1328.0;106;89;20;1.337;1.24;-0.097;394;455;24;26;50;17797;18000;1
11/06/23;24;8;0;211;1.17;3.09;49.7;138;1803;50;643;139.0;1786.0;0.3;1;-17;1327;88;1419.0;91;92;3;1.36;1.259;-0.101;397;459;24;26;50;17789;18000;1
12/06/23;25;4;0;215;1.19;3.22;51.8;144;1958;52;695;144.0;1931.0;0.2;0;-27;1418;90;1512.0;93;94;3;1.382;1.277;-0.105;400;462;24;26;50;17785;18000;1
13/06/23;26;6;0;221;1.23;3.35;54.0;150;2120;54;749;150.0;2081.0;0.0;0;-39;1510;92;1594.0;82;84;-10;1.405;1.305;-0.1;402;458;24;26;50;17779;18000;1
14/06/23;27;11;0;232;1.29;3.4;56.2;156;2285;56;805;156.0;2236.0;-0.2;0;-49;1604;94;1719.0;125;115;31;1.426;1.301;-0.125;404;477;24;26;50;17768;18000;1
15/06/23;28;8;0;240;1.33;3.61;58.3;162;2455;57;862;158.0;2394.0;-1.3;-4;-61;1698;95;1778.0;59;80;-36;1.446;1.347;-0.099;405;459;24;26;50;17760;18000;1
16/06/23;29;8;0;248;1.38;3.74;60.5;168;2635;59;921;164.0;2558.0;-1.5;-4;-77;1794;96;1836.0;58;42;-38;1.47;1.393;-0.077;406;442;24;26;50;17752;18000;1
17/06/23;30;10;0;258;1.43;3.87;62.3;173;2818;61;982;169.0;2728.0;-1.3;-4;-90;1891;97;1919.0;83;28;-14;1.491;1.421;-0.07;407;437;24;26;50;17742;18000;1
18/06/23;31;8;0;266;1.48;4.0;64.1;178;3004;63;1045;175.0;2903.0;-1.1;-3;-101;1989;98;2031.0;112;42;14;1.511;1.429;-0.082;408;445;24;26;50;17734;18000;1
19/06/23;32;8;0;274;1.52;4.13;65.9;183;3201;64;1109;178.0;3081.0;-1.9;-5;-120;2087;99;2167.0;136;80;37;1.534;1.422;-0.112;408;453;24;26;50;17726;18000;1
20/06/23;33;5;0;279;1.55;4.26;67.7;188;3403;65;1174;181.0;3261.0;-2.7;-7;-142;2187;100;2210.0;43;23;-57;1.556;1.476;-0.08;408;480;24;26;50;17721;18000;1
21/06/23;34;15;0;294;1.63;4.39;69.5;193;3601;67;1241;186.0;3447.0;-2.5;-7;-154;2289;101;2379.0;169;90;68;1.578;1.449;-0.129;407;488;24;26;50;17706;18000;1
22/06/23;35;10;0;304;1.69;4.52;71.3;198;3821;69;1310;192.0;3639.0;-2.3;-6;-182;2390;101;2465.0;86;75;-15;1.6;1.476;-0.124;406;477;24;26;50;17696;18000;1
12/07/23;1;16;0;16;0.09;0.1;6.0;18;18;9;9;25.4;25.0;3.0;7;7;56;14;69.0;22;13;8;0.321;0.369;0.048;0;0;30;32;65;17684;17700;2
13/07/23;2;17;0;33;0.19;0.23;8.0;22;40;8;17;22.6;48.0;0.0;1;8;73;17;83.0;14;10;-3;0.549;0.579;0.03;0;0;30;32;65;17667;17700;2
14/07/23;3;11;0;44;0.25;0.36;9.0;26;66;9;26;25.5;74.0;0.0;-1;8;94;20;98.5;16;5;-5;0.711;0.747;0.036;0;0;30;32;65;17656;17700;2
15/07/23;4;7;0;51;0.29;0.49;11.0;30;96;10;36;28.3;102.0;-1.0;-2;6;117;24;120.0;22;3;-3;0.826;0.849;0.023;0;0;30;32;65;17649;17700;2
16/07/23;5;8;0;59;0.33;0.62;12.0;34;131;12;48;34.0;136.0;0.0;0;5;144;27;144.0;24;0;-3;0.914;0.944;0.03;0;0;30;32;65;17641;17700;2
17/07/23;6;9;0;68;0.38;0.75;13.0;38;170;14;62;39.7;176.0;1.0;2;6;174;30;170.0;26;-4;-4;0.979;1.033;0.054;0;0;30;32;65;17632;17700;2
18/07/23;7;6;0;74;0.42;0.68;15.0;43;210;15;77;42.6;218.0;0.0;0;8;205;33;197.0;27;-8;-6;1.029;1.107;0.078;270;253;30;32;65;17626;17700;2
19/07/23;8;4;0;78;0.44;1.01;16.0;45;260;10;87;28.4;247.0;-6.0;-17;-13;244;37;230.5;34;-14;-4;1.068;1.07;0.002;268;268;28;30;60;17622;17700;2
20/07/23;9;6;0;84;0.47;1.14;19.0;53;312;16;103;45.4;292.0;-3.0;-8;-20;285;41;274.0;44;-11;3;1.099;1.066;-0.033;274;284;28;30;60;17616;17700;2
21/07/23;10;3;0;87;0.49;1.27;20.0;56;372;17;120;48.3;340.0;-3.0;-8;-32;330;45;312.0;38;-18;-7;1.129;1.09;-0.039;281;285;28;30;60;17613;17700;2
22/07/23;11;10;0;97;0.55;1.4;22.0;63;435;22;142;62.5;403.0;0.0;-1;-32;380;49;369.0;57;-11;8;1.149;1.091;-0.058;289;306;28;30;60;17603;17700;2
23/07/23;12;3;0;100;0.56;1.53;24.0;68;506;24;166;68.2;471.0;0.0;0;-35;434;54;414.0;45;-20;-9;1.169;1.137;-0.032;297;302;28;30;60;17600;17700;2
24/07/23;13;5;0;105;0.59;1.68;26.0;73;584;25;191;71.0;542.0;-1.0;-2;-42;492;56;471.0;57;-21;1;1.186;1.151;-0.035;305;313;28;30;60;17595;17700;2
25/07/23;14;4;0;109;0.62;1.79;27.0;78;668;26;217;73.9;616.0;-1.0;-4;-52;553;61;528.0;57;-25;-4;1.208;1.166;-0.042;313;321;28;30;60;17591;17700;2
26/07/23;15;9;0;118;0.67;1.92;30.0;84;752;30;247;85.3;701.0;0.0;1;-51;618;65;598.0;70;-20;5;1.219;1.172;-0.047;320;338;26;28;55;17582;17700;2
27/07/23;16;5;0;123;0.69;2.06;32.0;90;841;32;279;91.0;792.0;0.0;1;-49;685;68;652.0;54;-33;-14;1.229;1.215;-0.014;327;333;26;28;55;17577;17700;2
28/07/23;17;8;0;131;0.74;2.18;34.0;96;936;32;311;91.1;883.0;-2.0;-5;-53;756;71;724.0;72;-32;1;1.239;1.22;-0.019;334;347;26;28;55;17569;17700;2
