"AGE","MATI","JML_DEPLESI","STD_CUM_DEPLESI_%","PAKAN_STD_CUM_GR/EK","DELTA_PAKAN_ZAK","DELTA_PAKAN_CUM_GR/EKOR","DG_ACT","DELTA_ABW","DELTA_DG","FCR_STD","DELTA_FCR","IP_STD","IP_ACT","JUMLAH_AYAM_AKHIR","PERIODE","FCR_ACT_lag_7","FCR_ACT_lag_14","PAKAN_ACT_GR/EK_lag_14","DG_ACT_lag_1","DG_ACT_lag_2","DG_ACT_lag_3","DG_ACT_lag_7","DG_ACT_lag_14","MATI_lag_1","MATI_lag_2","MATI_lag_3","MATI_lag_7","MATI_lag_14","JML_DEPLESI_lag_7","JML_DEPLESI_lag_14","DELTA_PAKAN_GR/EKOR_lag_1","DELTA_PAKAN_GR/EKOR_lag_2","DELTA_PAKAN_GR/EKOR_lag_3","DELTA_PAKAN_GR/EKOR_lag_7","DELTA_PAKAN_GR/EKOR_lag_14","DELTA_DG_lag_1","DELTA_DG_lag_2","DELTA_DG_lag_3","DELTA_DG_lag_7","DELTA_DG_lag_14","PAKAN_ACT_GR/EK_rolling_std_3","PAKAN_ACT_GR/EK_rolling_std_7","PAKAN_ACT_GR/EK_rolling_std_14","DG_ACT_rolling_mean_3","DG_ACT_rolling_std_3","DG_ACT_rolling_min_3","DG_ACT_rolling_max_3","DG_ACT_rolling_std_7","DG_ACT_rolling_min_7","DG_ACT_rolling_std_14","DG_ACT_rolling_min_14","MATI_rolling_mean_3","MATI_rolling_std_3","MATI_rolling_min_3","MATI_rolling_max_3","MATI_rolling_mean_7","MATI_rolling_std_7","MATI_rolling_min_7","MATI_rolling_max_7","MATI_rolling_mean_14","MATI_rolling_std_14","MATI_rolling_min_14","MATI_rolling_max_14","JML_DEPLESI_rolling_std_3","JML_DEPLESI_rolling_std_7","JML_DEPLESI_rolling_std_14","DELTA_PAKAN_GR/EKOR_rolling_mean_3","DELTA_PAKAN_GR/EKOR_rolling_std_3","DELTA_PAKAN_GR/EKOR_rolling_min_3","DELTA_PAKAN_GR/EKOR_rolling_max_3","DELTA_PAKAN_GR/EKOR_rolling_mean_7","DELTA_PAKAN_GR/EKOR_rolling_std_7","DELTA_PAKAN_GR/EKOR_rolling_min_7","DELTA_PAKAN_GR/EKOR_rolling_max_7","DELTA_PAKAN_GR/EKOR_rolling_mean_14","DELTA_PAKAN_GR/EKOR_rolling_std_14","DELTA_PAKAN_GR/EKOR_rolling_min_14","DELTA_PAKAN_GR/EKOR_rolling_max_14","DELTA_DG_rolling_mean_3","DELTA_DG_rolling_min_3","DELTA_DG_rolling_max_3","DELTA_DG_rolling_mean_7","DELTA_DG_rolling_std_7","DELTA_DG_rolling_min_7","DELTA_DG_rolling_max_7","DELTA_DG_rolling_mean_14","DELTA_DG_rolling_std_14","DELTA_DG_rolling_min_14","PAKAN_DG_RATIO","PAKAN_ACT_GR/EK_momentum_1","PAKAN_ACT_GR/EK_acceleration","PAKAN_ACT_GR/EK_volatility_3","PAKAN_ACT_GR/EK_trend_slope_3","DG_ACT_momentum_1","DG_ACT_acceleration","DG_ACT_volatility_3","DG_ACT_trend_slope_3","MATI_momentum_1","MATI_acceleration","MATI_volatility_3","MATI_trend_slope_3","JML_DEPLESI_momentum_1","JML_DEPLESI_acceleration","JML_DEPLESI_volatility_3","ABW_ACT_acceleration","ABW_ACT_volatility_3","DELTA_PAKAN_GR/EKOR_momentum_1","DELTA_PAKAN_GR/EKOR_acceleration","DELTA_PAKAN_GR/EKOR_volatility_3","DELTA_PAKAN_GR/EKOR_trend_slope_3","FEED_EFFICIENCY_lag_1","FCR_ACT","prediction(FCR_ACT)"
28.0,12.0,310.0,3.61,2455.0,-13.0,-118.0,95.0,95.0,0.0,1.446,-0.143,405.0,458.0,19690.0,5.0,1.201,1.103,78.1,94.0,88.0,90.0,87.0,69.0,5.0,16.0,14.0,3.0,16.0,241.0,162.0,-14.0,12.0,8.0,-1.0,0.0,0.0,-4.0,0.0,5.0,8.0,16.599,13.561,24.774,92.333,3.786,88.0,95.0,7.161,88.0,15.733,53.0,11.0,5.568,5.0,16.0,9.857,5.305,4.0,16.0,10.571,4.972,3.0,16.0,8.737,25.125,40.679,-11.333,22.121,-32.0,12.0,-3.143,15.269,-32.0,12.0,-2.429,10.427,-32.0,12.0,-1.333,-4.0,0.0,5.714,10.226,-4.0,26.0,4.143,11.292,-15.0,1.363,-12.6,7.7,15.917,-16.45,1.0,-5.0,4.041,3.5,7.0,18.0,9.292,-2.0,12.0,7.0,5.568,1.0,3.786,-18.0,8.0,15.535,-22.0,0.769,1.303,1.3173536241704302
2.0,16.0,39.0,0.23,40.0,0.0,-5.0,17.0,-5.0,0.0,0.549,-0.034,0.0,0.0,19961.0,6.0,0.255,0.255,12.5,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,-5.0,-5.0,-5.0,-5.0,-5.0,8.0,8.0,8.0,8.0,8.0,7.071,7.071,7.071,19.5,3.536,17.0,22.0,3.536,17.0,3.536,17.0,19.5,4.95,16.0,23.0,19.5,4.95,16.0,23.0,19.5,4.95,16.0,23.0,11.314,11.314,11.314,-2.0,4.243,-5.0,1.0,-2.0,4.243,-5.0,1.0,-2.0,4.243,-5.0,1.0,4.0,0.0,8.0,4.0,5.657,0.0,8.0,4.0,5.657,0.0,1.324,10.0,-9.9,7.0,5.05,-5.0,8.0,5.657,-1.0,-7.0,3.0,2.121,-5.5,16.0,-4.0,2.828,3.0,2.121,6.0,-10.0,7.071,1.0,3.922,0.515,0.5728859327353111
7.0,10.0,103.0,0.68,210.0,0.0,-22.0,36.0,-16.0,3.0,1.029,-0.037,270.0,271.0,19897.0,6.0,0.255,0.255,12.5,23.0,33.0,11.0,22.0,22.0,14.0,12.0,16.0,23.0,23.0,23.0,23.0,-3.0,-6.0,-5.0,-5.0,-5.0,-7.0,6.0,-14.0,8.0,8.0,7.55,9.725,9.725,30.667,6.807,23.0,36.0,8.745,11.0,8.745,11.0,12.0,2.0,10.0,14.0,14.714,4.271,10.0,23.0,14.714,4.271,10.0,23.0,12.055,29.052,29.052,-3.0,3.0,-6.0,0.0,-3.0,2.646,-6.0,1.0,-3.0,2.646,-6.0,1.0,0.667,-7.0,6.0,-0.571,7.656,-14.0,8.0,-0.571,7.656,-14.0,1.186,7.5,-0.1,2.916,7.55,13.0,23.0,16.503,1.5,-4.0,-6.0,3.464,-1.0,10.0,-4.0,2.0,12.5,6.526,3.0,0.0,2.309,3.0,1.062,0.992,1.0049172873490808
8.0,11.0,114.0,1.01,260.0,1.0,-24.0,36.0,-19.0,-2.0,1.068,-0.019,268.0,267.0,19886.0,6.0,0.255,0.255,12.5,36.0,23.0,33.0,22.0,22.0,10.0,14.0,12.0,23.0,23.0,23.0,23.0,0.0,-3.0,-6.0,-5.0,-5.0,3.0,-7.0,6.0,8.0,8.0,6.338,10.165,11.651,31.667,7.506,23.0,36.0,9.957,11.0,9.285,11.0,11.667,2.082,10.0,14.0,13.0,2.38,10.0,16.0,14.25,4.166,10.0,23.0,10.504,27.441,31.993,0.0,3.0,-3.0,3.0,-1.857,3.288,-6.0,3.0,-2.25,3.24,-6.0,3.0,-2.0,-7.0,3.0,-2.0,6.658,-14.0,6.0,-0.75,7.106,-14.0,1.328,5.1,-2.4,1.415,6.3,0.0,-13.0,11.533,6.5,1.0,5.0,3.215,-1.5,11.0,1.0,2.082,0.0,7.217,3.0,0.0,0.0,3.0,1.008,1.049,1.035417390351871
9.0,15.0,129.0,1.14,312.0,1.0,-21.0,34.0,-26.0,-7.0,1.099,0.025,274.0,254.0,19871.0,6.0,0.515,0.255,12.5,36.0,36.0,23.0,17.0,22.0,11.0,10.0,14.0,16.0,23.0,39.0,23.0,3.0,0.0,-3.0,1.0,-5.0,-2.0,3.0,-7.0,0.0,8.0,6.391,12.432,13.904,35.333,1.155,34.0,36.0,9.71,11.0,9.217,11.0,12.0,2.646,10.0,15.0,12.857,2.193,10.0,16.0,14.333,3.905,10.0,23.0,13.051,27.206,35.606,1.667,1.528,0.0,3.0,-1.714,3.45,-6.0,3.0,-1.778,3.346,-6.0,3.0,-2.0,-7.0,3.0,-3.0,6.831,-14.0,6.0,-1.444,6.966,-14.0,1.629,7.6,2.5,1.415,6.35,-2.0,-2.0,8.145,-1.0,4.0,3.0,4.041,2.5,15.0,4.0,2.646,-1.5,0.866,-1.0,-4.0,2.309,1.0,0.953,1.124,1.0978509396968765
10.0,4.0,133.0,1.27,372.0,1.0,-23.0,49.0,-22.0,4.0,1.129,0.004,281.0,270.0,19867.0,6.0,0.659,0.255,12.5,34.0,36.0,36.0,20.0,22.0,15.0,11.0,10.0,12.0,23.0,51.0,23.0,2.0,3.0,0.0,-3.0,-5.0,-7.0,-2.0,3.0,0.0,8.0,5.26,12.942,15.394,39.667,8.145,34.0,49.0,11.884,11.0,11.377,11.0,10.0,5.568,4.0,15.0,11.714,4.03,4.0,16.0,13.3,4.923,4.0,23.0,10.017,24.724,37.872,2.333,0.577,2.0,3.0,-1.0,3.651,-6.0,3.0,-1.4,3.373,-6.0,3.0,-1.667,-7.0,4.0,-2.429,7.277,-14.0,6.0,-0.9,6.79,-14.0,1.182,2.5,-5.1,2.55,5.05,15.0,17.0,9.292,6.5,-11.0,-15.0,7.937,-3.5,4.0,-11.0,5.568,15.0,8.261,0.0,1.0,2.082,-0.5,0.89,1.133,1.1419467477758407
12.0,4.0,143.0,1.53,506.0,-1.0,-31.0,41.0,-33.0,-13.0,1.169,0.016,297.0,280.0,19857.0,6.0,0.84,0.255,12.5,52.0,49.0,34.0,33.0,22.0,6.0,4.0,15.0,12.0,23.0,79.0,23.0,-3.0,2.0,2.0,-6.0,-5.0,3.0,4.0,-7.0,6.0,8.0,3.873,10.688,17.721,47.333,5.686,41.0,52.0,9.759,23.0,12.755,11.0,4.667,1.155,4.0,6.0,9.143,4.562,4.0,15.0,11.917,5.518,4.0,23.0,5.033,19.0,41.015,-1.333,2.887,-3.0,2.0,-0.286,2.69,-3.0,3.0,-1.667,3.114,-6.0,3.0,-2.0,-13.0,4.0,-2.714,6.499,-13.0,4.0,-1.583,7.204,-14.0,1.598,5.1,2.6,1.501,3.8,-11.0,-14.0,13.013,-4.0,-2.0,-4.0,6.658,0.0,4.0,-2.0,1.155,-11.0,5.686,0.0,5.0,2.887,-2.5,0.878,1.185,1.1683214303516753
14.0,16.0,168.0,1.79,668.0,0.0,-39.0,88.0,-13.0,27.0,1.208,-0.043,313.0,328.0,19832.0,6.0,0.992,0.255,12.5,52.0,41.0,52.0,36.0,22.0,9.0,4.0,6.0,10.0,23.0,103.0,23.0,3.0,-3.0,-3.0,0.0,-5.0,-5.0,-13.0,3.0,3.0,8.0,6.709,10.936,21.2,60.333,24.583,41.0,88.0,18.191,34.0,19.656,11.0,9.667,6.028,4.0,16.0,9.286,4.957,4.0,16.0,12.0,5.262,4.0,23.0,12.662,17.241,45.051,0.0,3.0,-3.0,3.0,0.571,2.637,-3.0,3.0,-1.214,3.142,-6.0,3.0,3.0,-13.0,27.0,1.0,12.871,-13.0,27.0,0.214,10.207,-14.0,0.889,2.6,-7.5,3.819,6.35,36.0,25.0,23.516,23.5,7.0,2.0,4.726,6.0,16.0,7.0,6.028,36.0,24.387,-3.0,-9.0,4.583,1.5,0.821,1.165,1.1859656152361073
15.0,14.0,182.0,1.92,752.0,1.0,-37.0,51.0,-27.0,-14.0,1.219,-0.009,320.0,323.0,19818.0,6.0,1.049,0.255,12.5,88.0,52.0,41.0,36.0,22.0,16.0,9.0,4.0,11.0,23.0,114.0,23.0,0.0,3.0,-3.0,3.0,-5.0,27.0,-5.0,-13.0,-2.0,8.0,5.3,11.564,21.622,63.667,21.079,51.0,88.0,17.077,34.0,19.514,11.0,13.0,3.606,9.0,16.0,9.714,5.251,4.0,16.0,11.357,4.272,4.0,16.0,15.011,19.364,43.523,1.667,1.528,0.0,3.0,0.429,2.507,-3.0,3.0,-0.714,3.049,-6.0,3.0,2.667,-14.0,27.0,-0.714,14.08,-14.0,27.0,-1.357,10.602,-14.0,1.682,7.6,5.0,3.819,5.1,-37.0,-73.0,37.099,-0.5,-2.0,-9.0,4.726,2.5,14.0,-2.0,3.606,-36.5,20.93,2.0,5.0,4.509,-0.5,0.858,1.21,1.186097576833952
17.0,16.0,206.0,2.18,936.0,0.0,-35.0,66.0,-39.0,-5.0,1.239,0.018,334.0,332.0,19794.0,6.0,1.133,0.659,22.6,60.0,51.0,88.0,49.0,20.0,8.0,14.0,16.0,4.0,12.0,133.0,51.0,1.0,2.0,0.0,2.0,-3.0,-8.0,-14.0,27.0,4.0,0.0,5.1,13.021,23.0,59.0,7.55,51.0,66.0,15.142,41.0,19.11,11.0,12.667,4.163,8.0,16.0,10.429,4.894,4.0,16.0,11.071,4.358,4.0,16.0,12.22,25.31,41.84,1.0,1.0,0.0,2.0,0.0,2.309,-3.0,3.0,-0.5,2.981,-6.0,3.0,-9.0,-14.0,-5.0,-2.143,14.053,-14.0,27.0,-2.286,10.752,-14.0,1.455,5.1,-0.0,1.443,5.1,6.0,-3.0,25.736,7.5,8.0,14.0,7.211,1.0,16.0,8.0,4.163,6.0,7.55,-1.0,0.0,1.732,-1.0,0.808,1.257,1.2493338728484038
20.0,8.0,233.0,2.57,1256.0,1.0,-31.0,82.0,-19.0,2.0,1.272,0.02,383.0,363.0,19767.0,6.0,1.218,0.942,35.2,78.0,71.0,66.0,52.0,23.0,13.0,6.0,16.0,9.0,14.0,152.0,93.0,0.0,-1.0,0.0,3.0,-3.0,1.0,-3.0,-5.0,-5.0,-7.0,7.79,12.859,23.02,77.0,5.568,71.0,82.0,12.941,51.0,17.823,34.0,9.0,3.606,6.0,13.0,11.571,4.158,6.0,16.0,10.0,4.261,4.0,16.0,10.599,23.471,42.158,0.333,1.528,-1.0,2.0,0.571,1.134,-1.0,2.0,0.571,1.95,-3.0,3.0,0.0,-3.0,2.0,0.0,13.089,-14.0,27.0,-1.214,9.955,-14.0,1.42,10.2,5.1,2.944,7.65,4.0,-3.0,1.528,5.5,-5.0,-12.0,8.737,1.0,8.0,-5.0,3.606,4.0,5.568,2.0,1.0,1.528,1.5,0.781,1.292,1.2972826848218166
23.0,5.0,256.0,2.96,1656.0,2.0,-46.0,86.0,-31.0,0.0,1.337,-0.004,394.0,389.0,19744.0,6.0,1.237,1.124,55.4,83.0,91.0,82.0,60.0,34.0,10.0,8.0,8.0,8.0,15.0,190.0,129.0,1.0,1.0,2.0,1.0,2.0,-1.0,9.0,2.0,-8.0,-7.0,7.79,14.638,25.214,86.667,4.041,83.0,91.0,8.658,66.0,16.965,41.0,7.667,2.517,5.0,10.0,9.429,3.91,5.0,16.0,9.071,4.178,4.0,16.0,7.638,18.903,43.13,2.333,2.309,1.0,5.0,1.143,1.952,-1.0,5.0,0.714,2.164,-3.0,5.0,2.667,-1.0,9.0,0.429,4.467,-5.0,9.0,-0.214,10.108,-14.0,1.591,10.2,5.1,2.944,7.65,3.0,11.0,8.622,-2.5,-5.0,-7.0,3.606,-1.5,5.0,-5.0,2.517,3.0,4.041,4.0,4.0,2.646,2.0,0.762,1.333,1.3297568229480068
27.0,15.0,301.0,3.4,2285.0,1.0,-84.0,87.0,-24.0,-7.0,1.426,-0.033,404.0,414.0,19699.0,6.0,1.292,1.218,75.6,65.0,118.0,102.0,82.0,52.0,10.0,8.0,12.0,8.0,9.0,233.0,152.0,2.0,0.0,-1.0,2.0,3.0,-27.0,28.0,14.0,2.0,-5.0,6.49,12.985,25.546,90.0,26.627,65.0,118.0,16.469,65.0,17.439,51.0,11.0,3.606,8.0,15.0,9.714,3.2,5.0,15.0,10.643,3.692,5.0,16.0,12.583,20.967,40.435,1.0,1.0,0.0,2.0,1.286,1.89,-1.0,5.0,0.929,1.542,-1.0,5.0,-2.0,-27.0,28.0,2.286,17.337,-27.0,28.0,1.143,14.806,-27.0,1.809,5.2,-2.5,1.443,6.45,22.0,75.0,41.677,-15.5,5.0,3.0,4.583,3.5,15.0,5.0,3.606,22.0,26.627,-1.0,-3.0,1.528,0.5,0.731,1.393,1.39945426995147
2.0,3.0,22.0,0.23,40.0,-1.0,-1.0,17.0,8.0,0.0,0.549,-0.074,0.0,0.0,19478.0,7.0,0.28,0.28,18.0,22.0,22.0,22.0,22.0,22.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,1.768,1.768,1.768,19.5,3.536,17.0,22.0,3.536,17.0,3.536,17.0,11.0,11.314,3.0,19.0,11.0,11.314,3.0,19.0,11.0,11.314,3.0,19.0,2.121,2.121,2.121,-0.5,0.707,-1.0,0.0,-0.5,0.707,-1.0,0.0,-0.5,0.707,-1.0,0.0,4.0,0.0,8.0,4.0,5.657,0.0,8.0,4.0,5.657,0.0,1.206,2.5,2.7,1.909,3.85,-5.0,14.0,9.899,2.0,-16.0,28.0,19.799,-2.0,3.0,12.0,8.485,9.0,6.364,-1.0,2.0,1.414,-0.0,3.571,0.475,0.5335697067045762
3.0,15.0,37.0,0.36,66.0,0.0,-2.0,26.0,13.0,6.0,0.711,-0.111,0.0,0.0,19463.0,7.0,0.28,0.28,18.0,17.0,22.0,22.0,22.0,22.0,3.0,19.0,19.0,19.0,19.0,19.0,19.0,-1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,3.928,3.928,3.928,21.667,4.509,17.0,26.0,4.509,17.0,4.509,17.0,12.333,8.327,3.0,19.0,12.333,8.327,3.0,19.0,12.333,8.327,3.0,19.0,9.644,9.644,9.644,-0.333,0.577,-1.0,0.0,-0.333,0.577,-1.0,0.0,-0.333,0.577,-1.0,0.0,4.667,0.0,8.0,4.667,4.163,0.0,8.0,4.667,4.163,0.0,0.988,5.2,2.7,1.909,3.85,9.0,14.0,9.899,2.0,12.0,28.0,19.799,-2.0,15.0,12.0,8.485,9.0,6.364,1.0,2.0,1.414,-0.0,2.105,0.6,0.5749110809836329
5.0,2.0,49.0,0.62,131.0,0.0,-5.0,30.0,17.0,3.0,0.914,-0.132,0.0,0.0,19451.0,7.0,0.28,0.28,18.0,24.0,26.0,17.0,22.0,22.0,10.0,15.0,3.0,19.0,19.0,19.0,19.0,-2.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0,8.0,8.0,3.917,6.145,6.145,26.667,3.055,24.0,30.0,4.817,17.0,4.817,17.0,9.0,6.557,2.0,15.0,9.8,7.396,2.0,19.0,9.8,7.396,2.0,19.0,6.429,13.864,13.864,-1.0,1.0,-2.0,0.0,-0.8,0.837,-2.0,0.0,-0.8,0.837,-2.0,0.0,3.0,0.0,6.0,3.4,3.578,0.0,8.0,3.4,3.578,0.0,1.113,5.1,2.5,1.473,3.85,6.0,8.0,5.686,2.0,-8.0,-3.0,10.786,-6.5,2.0,-8.0,6.557,6.0,3.055,1.0,3.0,1.732,-0.5,1.416,0.782,0.7978008076085037
10.0,2.0,82.0,1.27,372.0,0.0,-9.0,47.0,15.0,2.0,1.129,-0.078,281.0,327.0,19418.0,7.0,0.6,0.28,18.0,42.0,34.0,37.0,26.0,22.0,3.0,3.0,10.0,15.0,19.0,37.0,19.0,-2.0,1.0,1.0,0.0,0.0,1.0,-3.0,4.0,6.0,8.0,5.15,9.962,13.224,41.0,6.557,34.0,47.0,8.737,24.0,9.534,17.0,2.667,0.577,2.0,3.0,6.429,5.192,2.0,15.0,8.2,6.443,2.0,19.0,2.517,14.57,23.779,0.0,1.732,-2.0,1.0,-0.143,1.464,-2.0,1.0,-0.2,1.229,-2.0,1.0,0.0,-3.0,2.0,0.143,3.532,-6.0,4.0,1.5,4.116,-6.0,1.204,5.1,-0.1,1.531,5.15,5.0,-3.0,5.686,6.5,-1.0,-1.0,3.786,-0.5,2.0,-1.0,0.577,5.0,6.557,3.0,6.0,3.0,-0.0,0.974,1.051,1.0579966513592791
15.0,6.0,113.0,1.92,752.0,-1.0,-29.0,67.0,8.0,2.0,1.219,-0.063,320.0,359.0,19387.0,7.0,0.994,0.28,18.0,53.0,58.0,54.0,34.0,22.0,13.0,6.0,4.0,3.0,19.0,77.0,19.0,-1.0,-1.0,-1.0,1.0,0.0,-8.0,2.0,0.0,-3.0,8.0,5.2,11.164,19.906,59.333,7.095,53.0,67.0,8.112,42.0,15.022,17.0,8.333,4.041,6.0,13.0,5.143,3.848,2.0,13.0,6.714,4.921,2.0,15.0,9.713,12.856,26.193,-1.0,0.0,-1.0,-1.0,-0.857,0.9,-2.0,1.0,-0.5,1.092,-2.0,1.0,-1.333,-8.0,2.0,-0.143,3.579,-8.0,2.0,0.214,3.745,-8.0,1.231,5.2,0.0,0.058,5.2,14.0,19.0,9.504,4.5,-7.0,-14.0,7.095,0.0,6.0,-7.0,4.041,14.0,7.095,0.0,0.0,0.0,-0.0,0.872,1.156,1.1549011969688583
17.0,10.0,134.0,2.18,936.0,0.0,-29.0,71.0,17.0,0.0,1.239,-0.066,334.0,385.0,19366.0,7.0,1.051,0.6,25.7,76.0,67.0,53.0,47.0,26.0,11.0,6.0,13.0,2.0,15.0,82.0,37.0,-2.0,-1.0,-1.0,1.0,0.0,8.0,2.0,-8.0,2.0,6.0,6.543,11.823,21.005,71.333,4.509,67.0,76.0,10.221,49.0,16.787,24.0,9.0,2.646,6.0,11.0,7.429,3.994,2.0,13.0,6.929,4.48,2.0,15.0,10.504,18.75,25.764,-1.0,1.0,-2.0,0.0,-1.0,0.577,-2.0,0.0,-0.571,1.158,-2.0,1.0,3.333,0.0,8.0,0.571,4.721,-8.0,8.0,0.357,4.012,-8.0,1.345,7.8,2.6,1.501,6.5,-5.0,-14.0,9.849,2.0,-1.0,-6.0,6.0,2.0,10.0,-1.0,2.646,-5.0,4.509,2.0,3.0,1.528,0.5,0.865,1.173,1.1646995235534452
18.0,12.0,146.0,2.31,1036.0,1.0,-26.0,74.0,17.0,0.0,1.249,-0.056,343.0,391.0,19354.0,7.0,1.077,0.706,28.3,71.0,76.0,67.0,49.0,24.0,10.0,11.0,6.0,2.0,10.0,84.0,47.0,0.0,-2.0,-1.0,-1.0,-2.0,0.0,8.0,2.0,0.0,0.0,7.8,12.879,21.8,73.667,2.517,71.0,76.0,9.621,53.0,16.705,24.0,11.0,1.0,10.0,12.0,8.857,3.485,4.0,13.0,7.071,4.615,2.0,15.0,11.015,20.98,27.49,-0.333,1.528,-2.0,1.0,-0.714,0.951,-2.0,1.0,-0.357,1.151,-2.0,1.0,2.667,0.0,8.0,0.571,4.721,-8.0,8.0,0.357,4.012,-8.0,1.396,7.8,0.0,1.501,7.8,3.0,8.0,7.024,-1.0,2.0,3.0,3.0,0.5,12.0,2.0,1.0,3.0,2.517,1.0,-1.0,1.528,1.5,0.853,1.193,1.1996532539544025
20.0,11.0,176.0,2.57,1256.0,1.0,-23.0,85.0,44.0,5.0,1.272,-0.053,383.0,411.0,19324.0,7.0,1.114,0.889,38.6,79.0,74.0,71.0,58.0,24.0,19.0,12.0,10.0,6.0,15.0,94.0,64.0,0.0,1.0,0.0,-1.0,1.0,2.0,0.0,0.0,2.0,-6.0,6.917,13.958,23.256,79.333,5.508,74.0,85.0,10.205,53.0,16.413,34.0,14.0,4.359,11.0,19.0,11.714,3.904,6.0,19.0,8.0,5.069,2.0,19.0,15.177,25.932,33.913,1.0,1.0,0.0,2.0,-0.143,1.345,-2.0,2.0,-0.214,1.251,-2.0,2.0,2.333,0.0,5.0,1.286,4.99,-8.0,8.0,1.071,3.71,-8.0,1.369,10.4,7.7,3.917,6.55,6.0,1.0,1.528,5.5,-8.0,-15.0,7.638,-0.5,11.0,-8.0,4.359,6.0,5.508,2.0,3.0,1.528,0.5,0.83,1.219,1.2183970338078827
23.0,10.0,212.0,2.96,1656.0,0.0,-45.0,97.0,16.0,11.0,1.337,-0.053,394.0,420.0,19288.0,7.0,1.156,1.027,51.5,76.0,71.0,85.0,76.0,42.0,16.0,10.0,11.0,11.0,3.0,124.0,80.0,1.0,-1.0,2.0,-2.0,-2.0,-8.0,-11.0,5.0,8.0,1.0,6.596,13.244,24.804,81.333,13.796,71.0,97.0,9.327,71.0,14.558,47.0,12.0,3.464,10.0,16.0,12.571,3.552,10.0,19.0,9.429,4.988,2.0,19.0,13.115,28.401,45.041,0.0,1.0,-1.0,1.0,0.429,0.976,-1.0,2.0,-0.214,1.122,-2.0,2.0,-2.667,-11.0,11.0,-0.143,7.471,-11.0,11.0,0.357,6.033,-11.0,1.363,5.2,-2.7,2.601,6.55,21.0,16.0,17.521,13.0,-6.0,-12.0,6.028,0.0,10.0,-6.0,3.464,21.0,13.796,-1.0,-3.0,2.517,0.5,0.783,1.284,1.2952567396220833
29.0,0.0,242.0,3.74,2635.0,-8.0,-142.0,95.0,4.0,-1.0,1.47,-0.083,406.0,441.0,19258.0,7.0,1.277,1.156,82.5,96.0,94.0,85.0,76.0,67.0,5.0,4.0,7.0,16.0,6.0,202.0,113.0,-19.0,0.0,3.0,1.0,-1.0,1.0,0.0,-7.0,-8.0,2.0,6.49,8.042,22.096,95.0,1.0,94.0,96.0,5.381,84.0,9.409,71.0,3.0,2.646,0.0,5.0,5.714,3.147,0.0,10.0,9.214,4.823,0.0,19.0,2.887,11.596,41.13,-13.0,11.269,-20.0,0.0,-5.0,10.0,-20.0,3.0,-2.429,7.356,-20.0,3.0,0.0,-1.0,1.0,-0.143,5.9,-7.0,11.0,-0.357,6.109,-11.0,1.558,5.2,18.1,9.786,-3.85,-1.0,-3.0,5.132,0.5,-5.0,-6.0,3.055,-2.0,0.0,-5.0,2.646,-1.0,1.0,-1.0,18.0,9.866,-10.0,0.726,1.387,1.3788137086362373
31.0,7.0,262.0,4.0,3004.0,-13.0,-230.0,100.0,-12.0,2.0,1.511,-0.108,408.0,448.0,19238.0,7.0,1.303,1.173,95.5,79.0,95.0,96.0,89.0,71.0,13.0,0.0,5.0,7.0,10.0,219.0,134.0,-35.0,-20.0,-19.0,2.0,0.0,-18.0,-1.0,1.0,1.0,0.0,5.15,6.429,16.683,91.333,10.97,79.0,100.0,7.721,79.0,9.381,71.0,6.667,6.506,0.0,13.0,6.143,3.934,0.0,13.0,9.143,4.944,0.0,19.0,10.149,12.448,35.093,-30.0,8.66,-35.0,-20.0,-15.286,16.255,-35.0,3.0,-7.286,13.837,-35.0,3.0,-5.667,-18.0,2.0,-4.143,7.01,-18.0,2.0,-2.071,7.29,-18.0,1.429,5.2,15.5,8.949,-2.55,21.0,37.0,18.61,2.5,-6.0,-19.0,10.693,3.5,7.0,-6.0,6.506,21.0,10.97,0.0,15.0,8.386,-7.5,0.713,1.403,1.3803339995122248
2.0,2.0,10.0,0.23,40.0,1.0,3.0,18.0,5.0,1.0,0.549,0.0,0.0,0.0,20990.0,8.0,0.317,0.317,19.0,22.0,22.0,22.0,22.0,22.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,3.394,3.394,3.394,20.0,2.828,18.0,22.0,2.828,18.0,2.828,18.0,5.0,4.243,2.0,8.0,5.0,4.243,2.0,8.0,5.0,4.243,2.0,8.0,1.414,1.414,1.414,1.5,0.707,1.0,2.0,1.5,0.707,1.0,2.0,1.5,0.707,1.0,2.0,4.5,1.0,8.0,4.5,4.95,1.0,8.0,4.5,4.95,1.0,1.322,4.8,-2.4,1.697,3.6,-4.0,5.0,3.536,-1.5,-6.0,15.0,10.607,1.5,2.0,9.0,6.364,1.0,0.707,1.0,-3.0,2.121,-0.5,3.155,0.549,0.5794637889920513
