TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_2;FCR_ACT_lag_3;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_1;PAKAN_ACT_GR/EK_lag_2;PAKAN_ACT_GR/EK_lag_3;PAKAN_ACT_GR/EK_lag_7;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_1;JML_DEPLESI_lag_2;JML_DEPLESI_lag_3;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;ABW_ACT_lag_1;ABW_ACT_lag_2;ABW_ACT_lag_3;ABW_ACT_lag_7;ABW_ACT_lag_14;DELTA_FCR_lag_1;DELTA_FCR_lag_2;DELTA_FCR_lag_3;DELTA_FCR_lag_7;DELTA_FCR_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_mean_3;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_min_3;PAKAN_ACT_GR/EK_rolling_max_3;PAKAN_ACT_GR/EK_rolling_mean_7;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_min_7;PAKAN_ACT_GR/EK_rolling_max_7;PAKAN_ACT_GR/EK_rolling_mean_14;PAKAN_ACT_GR/EK_rolling_std_14;PAKAN_ACT_GR/EK_rolling_min_14;PAKAN_ACT_GR/EK_rolling_max_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_mean_7;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_max_7;DG_ACT_rolling_mean_14;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;DG_ACT_rolling_max_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_mean_3;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_min_3;JML_DEPLESI_rolling_max_3;JML_DEPLESI_rolling_mean_7;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_min_7;JML_DEPLESI_rolling_max_7;JML_DEPLESI_rolling_mean_14;JML_DEPLESI_rolling_std_14;JML_DEPLESI_rolling_min_14;JML_DEPLESI_rolling_max_14;ABW_ACT_rolling_mean_3;ABW_ACT_rolling_std_3;ABW_ACT_rolling_min_3;ABW_ACT_rolling_max_3;ABW_ACT_rolling_mean_7;ABW_ACT_rolling_std_7;ABW_ACT_rolling_min_7;ABW_ACT_rolling_max_7;ABW_ACT_rolling_mean_14;ABW_ACT_rolling_std_14;ABW_ACT_rolling_min_14;ABW_ACT_rolling_max_14;DELTA_FCR_rolling_mean_3;DELTA_FCR_rolling_std_3;DELTA_FCR_rolling_min_3;DELTA_FCR_rolling_max_3;DELTA_FCR_rolling_mean_7;DELTA_FCR_rolling_std_7;DELTA_FCR_rolling_min_7;DELTA_FCR_rolling_max_7;DELTA_FCR_rolling_mean_14;DELTA_FCR_rolling_std_14;DELTA_FCR_rolling_min_14;DELTA_FCR_rolling_max_14;DELTA_PAKAN_GR/EKOR_rolling_mean_3;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_min_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_min_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_min_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_std_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_std_14;DELTA_DG_rolling_min_14;DELTA_DG_rolling_max_14;PAKAN_DG_RATIO;AGE_SQUARED;AGE_CUBED;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_momentum_1;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;JML_DEPLESI_trend_slope_3;ABW_ACT_momentum_1;ABW_ACT_acceleration;ABW_ACT_volatility_3;ABW_ACT_trend_slope_3;DELTA_FCR_momentum_1;DELTA_FCR_acceleration;DELTA_FCR_volatility_3;DELTA_FCR_trend_slope_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;DELTA_DG_momentum_1;DELTA_DG_acceleration;DELTA_DG_volatility_3;DELTA_DG_trend_slope_3;GROWTH_CONSISTENCY_INDEX;FEED_EFFICIENCY_lag_1;GROWTH_STAGE
24/11/24;29;3;0;129;0.64;3.74;67.0;168;2635;61;981;152.7;2451.4;-6.0;-15;-184;1794;96;1806.0;96;12;0;1.47;1.357;-0.113;406;456;19971;20100;10;1.344;1.333;1.322;1.264;1.161;147.7;142.7;137.6;125.0;82.4;96.0;95.0;92.0;81.0;66.0;3.0;5.0;5.0;2.0;4.0;126.0;123.0;118.0;107.0;72.0;1710.0;1614.0;1519.0;1163.0;623.0;-0.102;-0.093;-0.083;0.127;-0.058;-14.0;-13.0;-12.0;-1.0;-2.0;1.0;1.0;0.0;-3.0;1.0;147.7;5.0;142.7;152.7;140.143;8.083;130.1;152.7;123.443;20.215;89.9;152.7;95.667;0.577;95.0;96.0;91.857;4.018;86.0;96.0;84.5;8.724;68.0;96.0;3.667;1.155;3.0;5.0;3.143;1.464;1.0;5.0;4.071;1.979;1.0;7.0;126.0;3.0;123.0;129.0;118.143;8.153;108.0;129.0;105.571;15.984;79.0;129.0;1710.0;96.0;1614.0;1806.0;1523.143;200.932;1249.0;1806.0;1224.286;357.545;700.0;1806.0;-0.103;0.01;-0.113;-0.093;-0.083;0.021;-0.113;-0.056;-0.056;0.056;-0.113;0.127;-14.0;1.0;-15.0;-13.0;-9.571;6.024;-15.0;0.0;-5.286;6.069;-15.0;0.0;0.667;0.577;0.0;1.0;0.286;0.488;0.0;1.0;0.429;2.901;-3.0;9.0;1.591;841;24389;5.0;0.0;0.058;5.0;0.0;-1.0;1.528;0.5;0.0;2.0;1.155;-1.0;3.0;0.0;1.155;3.0;96.0;0.0;0.577;96.0;-0.011;-0.002;0.001;-0.01;-1.0;0.0;0.0;-1.0;-1.0;-1.0;1.0;-0.5;0.044;0.744;5.0
25/11/24;30;0;0;129;0.64;3.87;69.0;173;2818;63;1044;157.7;2609.1;-6.0;-15;-209;1891;97;1912.0;106;21;9;1.491;1.365;-0.126;407;464;19971;20100;10;1.357;1.344;1.333;1.281;1.162;152.7;147.7;142.7;130.1;89.9;96.0;96.0;95.0;86.0;77.0;3.0;3.0;5.0;1.0;7.0;129.0;126.0;123.0;108.0;79.0;1806.0;1710.0;1614.0;1249.0;700.0;-0.113;-0.102;-0.093;-0.056;-0.067;-15.0;-14.0;-13.0;-2.0;0.0;0.0;1.0;1.0;0.0;9.0;152.7;5.0;147.7;157.7;144.086;9.042;132.6;157.7;128.286;19.675;94.9;157.7;99.333;5.774;96.0;106.0;94.714;5.851;88.0;106.0;86.571;10.135;68.0;106.0;2.0;1.732;0.0;3.0;3.0;1.732;0.0;5.0;3.571;2.065;0.0;7.0;128.0;1.732;126.0;129.0;121.143;7.647;110.0;129.0;109.143;15.155;83.0;129.0;1809.333;101.041;1710.0;1912.0;1617.857;206.358;1337.0;1912.0;1310.857;367.429;768.0;1912.0;-0.114;0.012;-0.126;-0.102;-0.093;0.023;-0.126;-0.06;-0.06;0.059;-0.126;0.127;-14.667;0.577;-15.0;-14.0;-11.429;5.255;-15.0;0.0;-6.357;6.38;-15.0;0.0;3.333;4.933;0.0;9.0;1.571;3.309;0.0;9.0;0.429;2.901;-3.0;9.0;1.488;900;27000;5.0;0.0;0.0;5.0;10.0;10.0;5.508;5.0;-3.0;-3.0;1.528;-1.5;0.0;-3.0;1.732;1.5;106.0;10.0;5.774;101.0;-0.013;-0.002;0.002;-0.012;0.0;1.0;0.577;-0.5;9.0;10.0;5.508;4.0;0.062;0.737;5.0
26/11/24;31;0;0;129;0.64;4.0;71.0;178;3004;65;1109;162.7;2771.8;-6.0;-15;-232;1989;98;2011.0;99;22;1;1.511;1.378;-0.133;408;468;19971;20100;10;1.365;1.357;1.344;1.3;1.182;157.7;152.7;147.7;137.6;94.9;106.0;96.0;96.0;88.0;68.0;0.0;3.0;3.0;2.0;4.0;129.0;129.0;126.0;110.0;83.0;1912.0;1806.0;1710.0;1337.0;768.0;-0.126;-0.113;-0.102;-0.06;-0.057;-15.0;-15.0;-14.0;0.0;-1.0;9.0;0.0;1.0;0.0;-3.0;157.7;5.0;152.7;162.7;147.671;10.84;132.6;162.7;133.129;19.163;99.9;162.7;100.333;5.132;96.0;106.0;96.286;5.187;90.0;106.0;88.786;9.099;74.0;106.0;1.0;1.732;0.0;3.0;2.714;2.059;0.0;5.0;3.286;2.268;0.0;7.0;129.0;0.0;129.0;129.0;123.857;6.283;113.0;129.0;112.429;13.993;86.0;129.0;1909.667;102.52;1806.0;2011.0;1714.143;210.668;1427.0;2011.0;1399.643;376.236;842.0;2011.0;-0.124;0.01;-0.133;-0.113;-0.103;0.023;-0.133;-0.071;-0.065;0.063;-0.133;0.127;-15.0;0.0;-15.0;-15.0;-13.571;1.618;-15.0;-11.0;-7.357;6.57;-15.0;0.0;3.333;4.933;0.0;9.0;1.714;3.251;0.0;9.0;0.714;2.73;-3.0;9.0;1.643;961;29791;5.0;0.0;0.0;5.0;-7.0;-17.0;8.544;1.5;0.0;3.0;1.732;-1.5;0.0;0.0;1.732;0.0;99.0;-7.0;5.132;102.5;-0.007;0.006;0.003;-0.01;0.0;0.0;0.577;0.0;-8.0;-17.0;8.544;0.5;0.054;0.733;5.0
27/11/24;32;0;0;129;0.64;4.13;73.0;183;3201;68;1177;170.2;2942.1;-5.0;-13;-259;2087;99;2118.0;107;31;8;1.534;1.389;-0.145;408;473;19971;20100;10;1.378;1.365;1.357;1.311;1.197;162.7;157.7;152.7;132.6;99.9;99.0;106.0;96.0;90.0;74.0;0.0;0.0;3.0;3.0;3.0;129.0;129.0;129.0;113.0;86.0;2011.0;1912.0;1806.0;1427.0;842.0;-0.133;-0.126;-0.113;-0.071;-0.052;-15.0;-15.0;-15.0;-11.0;-2.0;1.0;9.0;0.0;0.0;0.0;163.533;6.292;157.7;170.2;153.043;11.427;137.6;170.2;138.15;18.996;105.0;170.2;104.0;4.359;99.0;107.0;98.714;5.707;92.0;107.0;91.143;9.248;79.0;107.0;0.0;0.0;0.0;0.0;2.286;2.289;0.0;5.0;3.071;2.433;0.0;7.0;129.0;0.0;129.0;129.0;126.143;4.259;118.0;129.0;115.5;12.371;93.0;129.0;2013.667;103.026;1912.0;2118.0;1812.857;215.532;1519.0;2118.0;1490.786;385.204;922.0;2118.0;-0.135;0.01;-0.145;-0.126;-0.114;0.022;-0.145;-0.083;-0.072;0.066;-0.145;0.127;-14.333;1.155;-15.0;-13.0;-13.857;1.215;-15.0;-12.0;-8.143;6.538;-15.0;0.0;6.0;4.359;1.0;9.0;2.857;3.891;0.0;9.0;1.286;3.338;-3.0;9.0;1.591;1024;32768;7.5;2.5;1.443;6.25;8.0;15.0;9.292;0.5;0.0;0.0;1.732;-0.0;0.0;0.0;0.0;0.0;107.0;8.0;4.359;103.0;-0.012;-0.005;0.003;-0.009;2.0;2.0;1.155;1.0;7.0;15.0;9.292;-0.5;0.058;0.726;5.0
28/11/24;33;0;0;129;0.64;4.26;75.0;188;3403;65;1242;162.7;3104.8;-10.0;-25;-298;2187;100;2201.0;83;14;-17;1.556;1.411;-0.145;408;470;19971;20100;10;1.389;1.378;1.365;1.322;1.207;170.2;162.7;157.7;137.6;105.0;107.0;99.0;106.0;92.0;80.0;0.0;0.0;0.0;5.0;7.0;129.0;129.0;129.0;118.0;93.0;2118.0;2011.0;1912.0;1519.0;922.0;-0.145;-0.133;-0.126;-0.083;-0.052;-13.0;-15.0;-15.0;-12.0;-1.0;8.0;1.0;9.0;0.0;3.0;165.2;4.33;162.7;170.2;156.629;9.559;142.7;170.2;142.271;17.447;112.5;170.2;96.333;12.22;83.0;107.0;97.429;8.018;83.0;107.0;91.357;9.001;79.0;107.0;0.0;0.0;0.0;0.0;1.571;2.07;0.0;5.0;2.571;2.277;0.0;7.0;129.0;0.0;129.0;129.0;127.714;2.36;123.0;129.0;118.071;11.0;98.0;129.0;2110.0;95.252;2011.0;2201.0;1910.286;214.702;1614.0;2201.0;1582.143;391.546;1001.0;2201.0;-0.141;0.007;-0.145;-0.133;-0.122;0.02;-0.145;-0.093;-0.078;0.068;-0.145;0.127;-17.667;6.429;-25.0;-13.0;-15.714;4.192;-25.0;-13.0;-9.857;7.584;-25.0;0.0;-2.667;12.897;-17.0;8.0;0.429;8.522;-17.0;9.0;-0.143;5.869;-17.0;9.0;1.96;1089;35937;-7.5;-15.0;8.036;-0.0;-24.0;-32.0;16.01;-8.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;83.0;-24.0;12.22;95.0;0.0;0.012;0.006;-0.006;-12.0;-14.0;7.572;-5.0;-25.0;-32.0;16.01;-9.0;0.082;0.72;5.0
29/11/24;34;0;0;129;0.64;4.39;77.0;192;3504;70;1312;175.3;3280.1;-7.0;-17;-224;2289;101;2310.0;109;21;8;1.578;1.42;-0.158;407;475;19971;20100;10;1.411;1.389;1.378;1.333;1.224;162.7;170.2;162.7;142.7;112.5;83.0;107.0;99.0;95.0;79.0;0.0;0.0;0.0;5.0;5.0;129.0;129.0;129.0;123.0;98.0;2201.0;2118.0;2011.0;1614.0;1001.0;-0.145;-0.145;-0.133;-0.093;-0.048;-25.0;-13.0;-15.0;-13.0;-2.0;-17.0;8.0;1.0;1.0;-1.0;169.4;6.338;162.7;175.3;161.286;9.583;147.7;175.3;146.757;17.276;120.0;175.3;99.667;14.468;83.0;109.0;99.429;8.997;83.0;109.0;93.5;9.395;81.0;109.0;0.0;0.0;0.0;0.0;0.857;1.464;0.0;3.0;2.214;2.259;0.0;7.0;129.0;0.0;129.0;129.0;128.571;1.134;126.0;129.0;120.286;9.691;105.0;129.0;2209.667;96.293;2118.0;2310.0;2009.714;215.78;1710.0;2310.0;1675.643;398.33;1082.0;2310.0;-0.149;0.008;-0.158;-0.145;-0.132;0.02;-0.158;-0.102;-0.086;0.071;-0.158;0.127;-18.333;6.11;-25.0;-13.0;-16.286;4.03;-25.0;-13.0;-10.929;7.447;-25.0;0.0;-0.333;14.434;-17.0;8.0;1.429;8.997;-17.0;9.0;0.5;6.248;-17.0;9.0;1.608;1156;39304;12.6;20.1;10.448;2.55;26.0;50.0;25.325;1.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;109.0;26.0;14.468;96.0;-0.013;-0.013;0.007;-0.006;8.0;20.0;10.263;-2.0;25.0;50.0;25.325;-0.0;0.09;0.709;5.0
30/11/24;35;0;0;129;0.64;4.52;79.0;199;3601;72;1384;180.3;3460.3;-7.0;-19;-141;2390;101;2400.0;90;10;-11;1.6;1.442;-0.158;407;473;19971;20100;10;1.42;1.411;1.389;1.344;1.243;175.3;162.7;170.2;147.7;120.0;109.0;83.0;107.0;96.0;81.0;0.0;0.0;0.0;3.0;7.0;129.0;129.0;129.0;126.0;105.0;2310.0;2201.0;2118.0;1710.0;1082.0;-0.158;-0.145;-0.145;-0.102;-0.051;-17.0;-25.0;-13.0;-14.0;0.0;8.0;-17.0;8.0;1.0;-1.0;172.767;9.069;162.7;180.3;165.943;9.799;152.7;180.3;151.064;17.605;125.0;180.3;94.0;13.454;83.0;109.0;98.571;9.641;83.0;109.0;94.143;8.761;81.0;109.0;0.0;0.0;0.0;0.0;0.429;1.134;0.0;3.0;1.714;1.858;0.0;5.0;129.0;0.0;129.0;129.0;129.0;0.0;129.0;129.0;122.0;8.867;107.0;129.0;2303.667;99.651;2201.0;2400.0;2108.286;213.637;1806.0;2400.0;1769.786;402.957;1163.0;2400.0;-0.154;0.008;-0.158;-0.145;-0.14;0.017;-0.158;-0.113;-0.094;0.073;-0.158;0.127;-20.333;4.163;-25.0;-17.0;-17.0;4.0;-25.0;-13.0;-12.286;7.021;-25.0;0.0;-6.667;13.051;-17.0;8.0;-0.286;10.161;-17.0;9.0;-0.214;6.963;-17.0;9.0;2.003;1225;42875;5.0;-7.6;10.149;8.8;-19.0;-45.0;27.538;3.5;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;90.0;-19.0;13.454;99.5;0.0;0.013;0.008;-0.006;-2.0;-10.0;10.0;3.0;-19.0;-44.0;27.301;3.0;0.098;0.704;5.0
15/12/24;1;15;0;15;0.075;0.1;7.0;18;18;7;7;17.5;17.5;0.0;0;0;56;14;54.0;21;-2;7;0.321;0.324;0.003;0;0;19985;20000;11;0.324;0.324;0.324;0.324;0.324;17.5;17.5;17.5;17.5;17.5;21.0;21.0;21.0;21.0;21.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;54.0;54.0;54.0;54.0;54.0;0.003;0.003;0.003;0.003;0.003;0.0;0.0;0.0;0.0;0.0;7.0;7.0;7.0;7.0;7.0;17.5;1.768;17.5;17.5;17.5;1.768;17.5;17.5;17.5;1.768;17.5;17.5;21.0;4.243;21.0;21.0;21.0;4.243;21.0;21.0;21.0;4.243;21.0;21.0;15.0;1.414;15.0;15.0;15.0;1.414;15.0;15.0;15.0;1.414;15.0;15.0;15.0;9.192;15.0;15.0;15.0;9.192;15.0;15.0;15.0;9.192;15.0;15.0;54.0;10.607;54.0;54.0;54.0;10.607;54.0;54.0;54.0;10.607;54.0;54.0;0.003;0.006;0.003;0.003;0.003;0.006;0.003;0.003;0.003;0.006;0.003;0.003;0.0;1.414;0.0;0.0;0.0;1.414;0.0;0.0;0.0;1.414;0.0;0.0;7.0;6.364;7.0;7.0;7.0;6.364;7.0;7.0;7.0;6.364;7.0;7.0;0.833;1;1;2.5;2.6;1.838;3.8;-6.0;12.0;8.485;-0.0;-2.0;3.0;2.121;-0.5;13.0;1.0;0.707;13.5;15.0;6.0;4.243;18.0;-0.008;-0.003;0.002;-0.01;-2.0;3.0;2.121;-0.5;-9.0;12.0;8.485;-3.0;0.236;3.086;1.0
16/12/24;2;13;0;28;0.14;0.23;9.0;22;40;8;15;20.0;37.5;-1.0;-2;-2;73;17;69.0;15;-4;-2;0.549;0.544;-0.005;0;0;19972;20000;11;0.324;0.324;0.324;0.324;0.324;17.5;17.5;17.5;17.5;17.5;21.0;21.0;21.0;21.0;21.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;54.0;54.0;54.0;54.0;54.0;0.003;0.003;0.003;0.003;0.003;0.0;0.0;0.0;0.0;0.0;7.0;7.0;7.0;7.0;7.0;18.75;1.768;17.5;20.0;18.75;1.768;17.5;20.0;18.75;1.768;17.5;20.0;18.0;4.243;15.0;21.0;18.0;4.243;15.0;21.0;18.0;4.243;15.0;21.0;14.0;1.414;13.0;15.0;14.0;1.414;13.0;15.0;14.0;1.414;13.0;15.0;21.5;9.192;15.0;28.0;21.5;9.192;15.0;28.0;21.5;9.192;15.0;28.0;61.5;10.607;54.0;69.0;61.5;10.607;54.0;69.0;61.5;10.607;54.0;69.0;-0.001;0.006;-0.005;0.003;-0.001;0.006;-0.005;0.003;-0.001;0.006;-0.005;0.003;-1.0;1.414;-2.0;0.0;-1.0;1.414;-2.0;0.0;-1.0;1.414;-2.0;0.0;2.5;6.364;-2.0;7.0;2.5;6.364;-2.0;7.0;2.5;6.364;-2.0;7.0;1.333;4;8;2.5;2.6;1.838;3.8;-6.0;12.0;8.485;-0.0;-2.0;3.0;2.121;-0.5;13.0;1.0;0.707;13.5;15.0;6.0;4.243;18.0;-0.008;-0.003;0.002;-0.01;-2.0;3.0;2.121;-0.5;-9.0;12.0;8.485;-3.0;0.236;3.086;1.0
17/12/24;3;14;0;42;0.21;0.36;10.0;26;66;10;25;25.1;62.6;0.0;-1;-3;94;20;90.0;21;-4;1;0.711;0.695;-0.016;0;0;19958;20000;11;0.544;0.324;0.324;0.324;0.324;20.0;17.5;17.5;17.5;17.5;15.0;21.0;21.0;21.0;21.0;13.0;15.0;15.0;15.0;15.0;28.0;15.0;15.0;15.0;15.0;69.0;54.0;54.0;54.0;54.0;-0.005;0.003;0.003;0.003;0.003;-2.0;0.0;0.0;0.0;0.0;-2.0;7.0;7.0;7.0;7.0;20.867;3.873;17.5;25.1;20.867;3.873;17.5;25.1;20.867;3.873;17.5;25.1;19.0;3.464;15.0;21.0;19.0;3.464;15.0;21.0;19.0;3.464;15.0;21.0;14.0;1.0;13.0;15.0;14.0;1.0;13.0;15.0;14.0;1.0;13.0;15.0;28.333;13.503;15.0;42.0;28.333;13.503;15.0;42.0;28.333;13.503;15.0;42.0;71.0;18.083;54.0;90.0;71.0;18.083;54.0;90.0;71.0;18.083;54.0;90.0;-0.006;0.01;-0.016;0.003;-0.006;0.01;-0.016;0.003;-0.006;0.01;-0.016;0.003;-1.0;1.0;-2.0;0.0;-1.0;1.0;-2.0;0.0;-1.0;1.0;-2.0;0.0;2.0;4.583;-2.0;7.0;2.0;4.583;-2.0;7.0;2.0;4.583;-2.0;7.0;1.195;9;27;5.1;2.6;1.838;3.8;6.0;12.0;8.485;-0.0;1.0;3.0;2.121;-0.5;14.0;1.0;0.707;13.5;21.0;6.0;4.243;18.0;-0.011;-0.003;0.002;-0.01;1.0;3.0;2.121;-0.5;3.0;12.0;8.485;-3.0;0.182;1.838;1.0
18/12/24;4;15;0;57;0.285;0.49;12.0;30;96;10;35;25.1;87.7;-2.0;-5;-8;117;24;110.0;20;-7;-4;0.826;0.797;-0.029;0;0;19943;20000;11;0.695;0.544;0.324;0.324;0.324;25.1;20.0;17.5;17.5;17.5;21.0;15.0;21.0;21.0;21.0;14.0;13.0;15.0;15.0;15.0;42.0;28.0;15.0;15.0;15.0;90.0;69.0;54.0;54.0;54.0;-0.016;-0.005;0.003;0.003;0.003;-1.0;-2.0;0.0;0.0;0.0;1.0;-2.0;7.0;7.0;7.0;23.4;2.944;20.0;25.1;21.925;3.806;17.5;25.1;21.925;3.806;17.5;25.1;18.667;3.215;15.0;21.0;19.25;2.872;15.0;21.0;19.25;2.872;15.0;21.0;14.0;1.0;13.0;15.0;14.25;0.957;13.0;15.0;14.25;0.957;13.0;15.0;42.333;14.503;28.0;57.0;35.5;18.083;15.0;57.0;35.5;18.083;15.0;57.0;89.667;20.502;69.0;110.0;80.75;24.459;54.0;110.0;80.75;24.459;54.0;110.0;-0.017;0.012;-0.029;-0.005;-0.012;0.014;-0.029;0.003;-0.012;0.014;-0.029;0.003;-2.667;2.082;-5.0;-1.0;-2.0;2.16;-5.0;0.0;-2.0;2.16;-5.0;0.0;-1.667;2.517;-4.0;1.0;0.5;4.796;-4.0;7.0;0.5;4.796;-4.0;7.0;1.255;16;64;0.0;-5.1;2.55;2.55;-1.0;-7.0;6.028;2.5;1.0;0.0;1.732;1.0;15.0;1.0;1.0;14.5;20.0;-1.0;3.215;20.5;-0.013;-0.002;0.003;-0.012;-4.0;-5.0;2.517;-1.5;-5.0;-8.0;6.11;-1.0;0.149;1.439;1.0
19/12/24;5;15;0;72;0.36;0.62;14.0;34;131;12;47;30.1;117.8;-2.0;-4;-13;144;27;135.0;25;-9;-2;0.914;0.872;-0.042;0;0;19928;20000;11;0.797;0.695;0.544;0.324;0.324;25.1;25.1;20.0;17.5;17.5;20.0;21.0;15.0;21.0;21.0;15.0;14.0;13.0;15.0;15.0;57.0;42.0;28.0;15.0;15.0;110.0;90.0;69.0;54.0;54.0;-0.029;-0.016;-0.005;0.003;0.003;-5.0;-1.0;-2.0;0.0;0.0;-4.0;1.0;-2.0;7.0;7.0;26.767;2.887;25.1;30.1;23.56;4.922;17.5;30.1;23.56;4.922;17.5;30.1;22.0;2.646;20.0;25.0;20.4;3.578;15.0;25.0;20.4;3.578;15.0;25.0;14.667;0.577;14.0;15.0;14.4;0.894;13.0;15.0;14.4;0.894;13.0;15.0;57.0;15.0;42.0;72.0;42.8;22.621;15.0;72.0;42.8;22.621;15.0;72.0;111.667;22.546;90.0;135.0;91.6;32.207;54.0;135.0;91.6;32.207;54.0;135.0;-0.029;0.013;-0.042;-0.016;-0.018;0.018;-0.042;0.003;-0.018;0.018;-0.042;0.003;-3.333;2.082;-5.0;-1.0;-2.4;2.074;-5.0;0.0;-2.4;2.074;-5.0;0.0;-1.667;2.517;-4.0;1.0;0.0;4.301;-4.0;7.0;0.0;4.301;-4.0;7.0;1.204;25;125;5.0;5.0;2.916;2.5;5.0;6.0;3.786;2.0;0.0;-1.0;0.577;0.5;15.0;0.0;0.577;15.0;25.0;5.0;2.646;22.5;-0.013;0.0;0.001;-0.013;1.0;5.0;2.887;-1.5;2.0;7.0;4.359;-1.5;0.175;1.255;1.0
