AGE;MATI;JML_DEPLESI;STD_CUM_DEPLESI_%;PAKAN_STD_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_CUM_GR/EKOR;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_std_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_mean_3;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_min_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_min_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_min_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_std_14;DELTA_DG_rolling_min_14;PAKAN_DG_RATIO;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_momentum_1;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;ABW_ACT_acceleration;ABW_ACT_volatility_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;FEED_EFFICIENCY_lag_1
15;3;104;1.92;752;-1.0;-62.0;62;-41;-3;1.219;1.197;-0.022;320;320;19896;11;1.184;1.005;0.324;17.5;61.0;39.0;42.0;36.0;21.0;5.0;4.0;4.0;1.0;15.0;83.0;15.0;-3.0;-5.0;-5.0;0.0;0.0;0.0;-17.0;-12.0;-1.0;7.0;6.345;10.755;19.627;54.0;13.0;39.0;62.0;9.502;39.0;14.388;15.0;4.0;1.0;3.0;5.0;3.0;1.633;0.0;5.0;6.357;5.746;0.0;15.0;4.041;7.841;21.914;-4.0;1.0;-5.0;-3.0;-3.429;1.397;-5.0;-1.0;-3.0;1.569;-5.0;0.0;-6.667;-17.0;0.0;-4.429;7.138;-17.0;1.0;-2.571;5.417;-17.0;1.297;5.0;-2.6;1.501;6.3;1.0;-21.0;13.429;11.5;-2.0;-3.0;1.528;-0.5;3.0;-2.0;1.0;1.0;13.0;-1.0;-3.0;1.528;0.5;0.845
16;5;109;2.06;841;-2.0;-65.0;65;-43;-3;1.229;1.208;-0.021;327;330;19891;11;1.197;1.038;0.544;20.0;62.0;61.0;39.0;41.0;15.0;3.0;5.0;4.0;0.0;13.0;83.0;28.0;-4.0;-3.0;-5.0;-3.0;-2.0;-3.0;0.0;-17.0;0.0;-2.0;5.05;11.154;20.22;62.667;2.082;61.0;65.0;10.583;39.0;14.615;20.0;4.333;1.155;3.0;5.0;3.714;1.113;2.0;5.0;5.786;5.423;0.0;15.0;4.041;8.522;17.951;-4.0;1.0;-5.0;-3.0;-3.714;1.496;-5.0;-1.0;-3.214;1.626;-5.0;0.0;-2.0;-3.0;0.0;-4.857;6.914;-17.0;1.0;-2.643;5.415;-17.0;1.315;5.1;0.1;1.473;5.05;3.0;2.0;11.59;2.0;2.0;4.0;2.082;0.0;5.0;2.0;1.155;3.0;2.082;-1.0;0.0;1.732;-1.0;0.835
17;7;116;2.18;936;0.0;-65.0;72;-42;1;1.239;1.22;-0.019;334;342;19884;11;1.208;1.064;0.695;25.1;65.0;62.0;61.0;45.0;21.0;5.0;3.0;5.0;3.0;14.0;86.0;42.0;-5.0;-4.0;-3.0;-1.0;-1.0;-3.0;-3.0;0.0;0.0;1.0;7.736;12.777;21.542;66.333;5.132;62.0;72.0;12.375;39.0;15.59;20.0;5.0;2.0;3.0;7.0;4.286;1.604;2.0;7.0;5.286;4.906;0.0;15.0;6.028;9.771;15.31;-3.0;2.646;-5.0;0.0;-3.571;1.813;-5.0;0.0;-3.143;1.748;-5.0;0.0;-1.667;-3.0;1.0;-4.714;7.041;-17.0;1.0;-2.643;5.415;-17.0;1.328;10.1;5.0;2.916;7.6;7.0;4.0;3.055;5.0;2.0;0.0;2.309;2.0;7.0;2.0;2.0;7.0;5.132;5.0;6.0;3.464;2.0;0.828
18;17;133;2.31;1036;-1.0;-64.0;67;-49;-7;1.249;1.245;-0.004;343;346;19867;11;1.22;1.083;0.797;25.1;72.0;65.0;62.0;50.0;20.0;7.0;5.0;3.0;2.0;15.0;88.0;57.0;0.0;-5.0;-4.0;-3.0;-5.0;1.0;-3.0;-3.0;1.0;-4.0;7.736;13.895;22.186;68.0;3.606;65.0;72.0;12.698;39.0;14.938;25.0;9.667;6.429;5.0;17.0;6.429;4.826;3.0;17.0;5.429;5.229;0.0;17.0;12.342;13.853;16.39;-2.0;2.646;-5.0;0.0;-3.286;2.059;-5.0;0.0;-2.857;1.748;-5.0;0.0;-3.0;-7.0;1.0;-5.857;6.594;-17.0;1.0;-2.857;5.531;-17.0;1.503;5.1;-5.0;2.887;7.6;-5.0;-12.0;6.11;1.0;10.0;8.0;4.619;6.0;17.0;10.0;6.429;-5.0;3.606;-1.0;-6.0;3.464;2.0;0.82
19;38;171;2.44;1142;-2.0;-69.0;66;-61;-11;1.259;1.267;0.008;378;349;19829;11;1.245;1.125;0.872;30.1;67.0;72.0;65.0;42.0;25.0;17.0;7.0;5.0;4.0;15.0;92.0;72.0;-1.0;0.0;-5.0;-5.0;-4.0;-7.0;1.0;-3.0;-12.0;-2.0;3.004;12.928;22.135;68.333;3.215;66.0;72.0;10.641;39.0;14.092;31.0;20.667;15.822;7.0;38.0;11.286;12.685;3.0;38.0;7.071;9.95;0.0;38.0;28.16;26.095;24.933;-2.0;2.646;-5.0;0.0;-3.286;2.059;-5.0;0.0;-2.929;1.817;-5.0;0.0;-5.667;-11.0;1.0;-5.714;6.448;-17.0;1.0;-3.5;5.932;-17.0;1.529;0.2;-4.9;4.95;2.65;-1.0;4.0;6.11;-3.0;21.0;11.0;9.539;15.5;38.0;21.0;15.822;-1.0;3.215;-4.0;-3.0;4.583;-2.5;0.803
20;56;227;2.57;1256;-7.0;-87.0;59;-61;-21;1.272;1.29;0.018;383;347;19773;11;1.267;1.177;0.921;35.1;66.0;67.0;72.0;39.0;31.0;38.0;17.0;7.0;4.0;10.0;96.0;82.0;-5.0;-1.0;0.0;-5.0;-3.0;-11.0;-7.0;1.0;-17.0;1.0;2.715;10.201;21.09;64.0;4.359;59.0;67.0;4.353;59.0;13.002;35.0;37.0;19.519;17.0;56.0;18.714;20.516;3.0;56.0;10.357;16.458;0.0;56.0;47.286;46.335;40.994;-8.0;8.888;-18.0;-1.0;-5.143;5.984;-18.0;0.0;-4.0;4.42;-18.0;0.0;-13.0;-21.0;-7.0;-6.286;7.675;-21.0;1.0;-5.071;7.385;-21.0;1.629;-4.8;-5.0;4.95;-2.3;-7.0;-6.0;3.055;-4.0;18.0;-3.0;5.686;19.5;56.0;18.0;19.519;-7.0;4.359;-13.0;-9.0;6.245;-8.5;0.789
21;45;272;2.7;1382;-9.0;-117.0;67;-96;-15;1.294;1.3;0.006;387;351;19728;11;1.29;1.184;0.961;40.2;59.0;66.0;67.0;61.0;35.0;56.0;38.0;17.0;5.0;0.0;101.0;82.0;-18.0;-5.0;-1.0;-3.0;-3.0;-21.0;-11.0;-7.0;0.0;2.0;2.715;7.758;19.749;64.0;4.359;59.0;67.0;4.117;59.0;12.421;36.0;46.333;9.074;38.0;56.0;24.429;21.601;3.0;56.0;13.571;18.542;0.0;56.0;50.6;65.237;58.102;-15.667;9.713;-24.0;-5.0;-8.143;9.155;-24.0;0.0;-5.5;6.914;-24.0;0.0;-15.667;-21.0;-11.0;-8.429;7.721;-21.0;1.0;-6.286;7.529;-21.0;1.437;0.2;5.0;2.887;-2.3;8.0;15.0;7.55;0.5;-11.0;-29.0;17.673;3.5;45.0;-11.0;9.074;8.0;4.359;-6.0;7.0;4.726;-9.5;0.775
22;16;288;2.83;1517;-10.0;-150.0;81;-99;-3;1.137;1.297;0.16;391;364;19712;11;1.3;1.197;1.005;45.2;67.0;59.0;66.0;62.0;36.0;45.0;56.0;38.0;3.0;1.0;104.0;83.0;-24.0;-18.0;-5.0;-4.0;0.0;-15.0;-21.0;-11.0;-3.0;-1.0;3.062;5.535;18.559;69.0;11.136;59.0;81.0;6.842;59.0;12.9;39.0;39.0;20.664;16.0;56.0;26.286;19.948;5.0;56.0;14.643;18.19;0.0;56.0;31.628;74.516;70.91;-22.333;3.786;-25.0;-18.0;-11.143;10.854;-25.0;0.0;-7.286;8.444;-25.0;0.0;-13.0;-21.0;-3.0;-8.429;7.721;-21.0;1.0;-6.429;7.439;-21.0;1.253;5.2;5.0;5.0;2.7;14.0;6.0;10.817;11.0;-29.0;-18.0;23.714;-20.0;16.0;-29.0;20.664;14.0;11.136;-1.0;5.0;6.028;-3.5;0.769
23;18;306;2.96;1656;-8.0;-177.0;69;-116;-17;1.337;1.317;-0.02;394;365;19694;11;1.297;1.208;1.038;50.2;81.0;67.0;59.0;65.0;41.0;16.0;45.0;56.0;5.0;0.0;109.0;83.0;-25.0;-24.0;-18.0;-5.0;-3.0;-3.0;-15.0;-21.0;-3.0;0.0;7.834;5.591;18.077;72.333;7.572;67.0;81.0;6.701;59.0;12.15;39.0;26.333;16.197;16.0;45.0;28.143;18.161;7.0;56.0;15.929;17.705;2.0;56.0;17.01;76.871;81.302;-23.0;2.646;-25.0;-20.0;-13.286;10.92;-25.0;0.0;-8.5;8.985;-25.0;0.0;-11.667;-17.0;-3.0;-10.429;7.892;-21.0;1.0;-7.643;7.692;-21.0;1.619;10.2;5.0;5.0;7.7;-12.0;-26.0;13.614;1.0;2.0;31.0;15.567;-13.5;18.0;2.0;16.197;-12.0;7.572;5.0;6.0;5.508;2.0;0.771
24;26;332;3.09;1803;-8.0;-208.0;84;-120;-4;1.36;1.322;-0.038;397;374;19668;11;1.317;1.22;1.064;55.2;69.0;81.0;67.0;72.0;45.0;18.0;16.0;45.0;7.0;3.0;116.0;86.0;-20.0;-25.0;-24.0;0.0;-1.0;-17.0;-3.0;-15.0;1.0;0.0;7.834;7.874;17.768;78.0;7.937;69.0;84.0;8.867;59.0;12.811;39.0;20.0;5.292;16.0;26.0;30.857;15.731;16.0;56.0;17.571;17.478;2.0;56.0;22.121;73.239;90.939;-22.0;2.646;-25.0;-20.0;-16.286;9.447;-25.0;-1.0;-9.929;9.286;-25.0;0.0;-8.0;-17.0;-3.0;-11.143;6.842;-21.0;-3.0;-7.929;7.457;-21.0;1.392;5.2;-5.0;2.887;7.7;15.0;27.0;15.308;1.5;8.0;6.0;19.858;5.0;26.0;8.0;5.292;15.0;7.937;-1.0;-6.0;3.464;2.0;0.759
25;20;352;3.22;1958;-11.0;-245.0;91;-120;1;1.382;1.319;-0.063;400;387;19648;11;1.322;1.245;1.083;60.3;84.0;69.0;81.0;67.0;50.0;26.0;18.0;16.0;17.0;2.0;133.0;88.0;-21.0;-20.0;-25.0;-1.0;-3.0;-4.0;-17.0;-3.0;-7.0;1.0;3.062;9.243;17.078;81.333;11.24;69.0;91.0;11.553;59.0;14.188;39.0;21.333;4.163;18.0;26.0;31.286;15.327;16.0;56.0;18.857;16.897;3.0;56.0;23.065;62.398;98.784;-22.667;3.786;-27.0;-20.0;-20.0;7.303;-27.0;-5.0;-11.643;10.089;-27.0;0.0;-6.667;-17.0;1.0;-10.0;8.185;-21.0;1.0;-7.929;7.457;-21.0;1.287;0.2;-5.0;5.0;2.7;7.0;-8.0;13.868;11.0;-6.0;-14.0;7.024;1.0;20.0;-6.0;4.163;7.0;11.24;-6.0;-5.0;5.508;-3.5;0.756
26;18;370;3.35;2120;-11.0;-285.0;99;-113;7;1.405;1.313;-0.092;402;402;19630;11;1.319;1.267;1.125;62.8;91.0;84.0;69.0;66.0;42.0;20.0;26.0;18.0;38.0;4.0;171.0;92.0;-27.0;-21.0;-20.0;-5.0;-5.0;1.0;-4.0;-17.0;-11.0;-12.0;3.062;10.77;16.239;91.333;7.506;84.0;99.0;14.234;59.0;14.909;39.0;21.333;4.163;18.0;26.0;28.429;15.725;16.0;56.0;19.857;16.356;3.0;56.0;19.009;49.338;104.728;-25.333;3.786;-28.0;-21.0;-23.286;3.729;-28.0;-18.0;-13.286;10.773;-28.0;0.0;1.333;-4.0;7.0;-7.429;10.358;-21.0;7.0;-6.571;8.336;-21.0;1.235;5.2;5.0;2.887;2.7;8.0;1.0;4.359;7.5;-2.0;4.0;7.211;-4.0;18.0;-2.0;4.163;8.0;7.506;-1.0;5.0;2.887;-3.5;0.758
27;19;389;3.4;2285;-11.0;-323.0;92;-115;-2;1.426;1.318;-0.108;404;410;19611;11;1.313;1.29;1.177;67.8;99.0;91.0;84.0;59.0;39.0;18.0;20.0;26.0;56.0;4.0;227.0;96.0;-28.0;-27.0;-21.0;-18.0;-5.0;7.0;1.0;-4.0;-21.0;-17.0;5.2;11.112;15.601;94.0;4.359;91.0;99.0;11.954;67.0;13.0;59.0;19.0;1.0;18.0;20.0;23.143;10.14;16.0;45.0;20.929;15.716;3.0;56.0;18.502;43.345;108.821;-28.0;1.0;-29.0;-27.0;-24.857;3.436;-29.0;-20.0;-15.0;11.252;-29.0;0.0;2.0;-2.0;7.0;-4.714;8.538;-17.0;7.0;-5.5;7.842;-21.0;1.386;5.2;0.0;2.887;5.2;-7.0;-15.0;8.386;0.5;1.0;3.0;3.512;-0.5;19.0;1.0;1.0;-7.0;4.359;-1.0;0.0;2.887;-1.0;0.762
28;13;402;3.61;2455;-11.0;-360.0;95;-114;0;1.446;1.323;-0.123;405;419;19598;11;1.318;1.3;1.184;75.4;92.0;99.0;91.0;67.0;61.0;19.0;18.0;20.0;45.0;5.0;272.0;101.0;-29.0;-28.0;-27.0;-24.0;-3.0;-2.0;7.0;1.0;-15.0;0.0;5.2;10.302;15.604;95.333;3.512;92.0;99.0;10.144;69.0;13.562;59.0;16.667;3.215;13.0;19.0;18.571;3.994;13.0;26.0;21.5;15.23;3.0;56.0;16.093;42.261;110.338;-28.667;0.577;-29.0;-28.0;-25.571;3.735;-29.0;-20.0;-16.857;11.265;-29.0;0.0;1.667;-2.0;7.0;-2.571;7.323;-17.0;7.0;-5.5;7.842;-21.0;1.397;5.2;-0.0;0.0;5.2;3.0;10.0;7.638;-2.0;-6.0;-7.0;3.512;-2.5;13.0;-6.0;3.215;3.0;3.512;0.0;1.0;0.577;-0.5;0.759
29;13;415;3.74;2635;-10.0;-397.0;96;-114;0;1.47;1.332;-0.138;406;426;19585;11;1.323;1.297;1.197;80.4;95.0;92.0;99.0;81.0;62.0;13.0;19.0;18.0;16.0;3.0;288.0;104.0;-29.0;-29.0;-28.0;-25.0;-4.0;0.0;-2.0;7.0;-3.0;-3.0;7.889;10.799;16.614;94.333;2.082;92.0;96.0;10.179;69.0;13.835;59.0;15.0;3.464;13.0;19.0;18.143;4.451;13.0;26.0;22.214;14.514;5.0;56.0;13.0;39.14;108.881;-27.667;2.309;-29.0;-25.0;-25.571;3.735;-29.0;-20.0;-18.357;10.81;-29.0;0.0;-0.667;-2.0;0.0;-2.143;7.381;-17.0;7.0;-5.286;7.956;-21.0;1.49;10.3;5.1;2.944;7.75;1.0;-2.0;5.292;2.0;0.0;6.0;3.786;-3.0;13.0;0.0;3.464;1.0;2.082;4.0;4.0;2.646;2.0;0.756
30;11;426;3.87;2818;-9.0;-429.0;70;-141;-27;1.491;1.365;-0.126;407;418;19574;11;1.332;1.317;1.208;85.5;96.0;95.0;92.0;69.0;65.0;13.0;13.0;19.0;18.0;5.0;306.0;109.0;-25.0;-29.0;-29.0;-20.0;-5.0;0.0;0.0;-2.0;-17.0;-3.0;9.031;12.964;18.12;87.0;14.731;70.0;96.0;9.846;70.0;13.513;59.0;12.333;1.155;11.0;13.0;17.143;5.21;11.0;26.0;22.643;14.047;7.0;56.0;12.014;34.15;104.046;-25.333;3.512;-29.0;-22.0;-25.857;3.288;-29.0;-21.0;-19.571;10.128;-29.0;0.0;-9.0;-27.0;0.0;-3.571;10.876;-27.0;7.0;-7.0;9.798;-27.0;2.153;7.7;-2.6;2.55;9.0;-26.0;-27.0;16.197;-12.5;-2.0;-2.0;3.055;-1.0;11.0;-2.0;1.155;-26.0;14.731;3.0;-1.0;2.082;3.5;0.751
31;0;426;4.0;3004;-9.0;-460.0;80;-159;-18;1.511;1.39;-0.121;408;416;19574;11;1.365;1.322;1.22;95.6;70.0;96.0;95.0;84.0;72.0;11.0;13.0;13.0;26.0;7.0;332.0;116.0;-22.0;-25.0;-29.0;-21.0;0.0;-27.0;0.0;0.0;-4.0;1.0;6.444;14.629;20.138;82.0;13.115;70.0;96.0;10.328;70.0;13.356;59.0;8.0;7.0;0.0;13.0;13.429;6.852;0.0;20.0;22.143;14.754;0.0;56.0;6.351;28.428;94.435;-23.0;1.732;-25.0;-22.0;-26.0;3.055;-29.0;-22.0;-21.143;8.42;-29.0;-1.0;-15.0;-27.0;0.0;-5.571;12.177;-27.0;7.0;-8.357;9.92;-27.0;1.947;5.1;-2.6;2.6;6.4;10.0;36.0;18.735;-8.0;-11.0;-9.0;5.859;-6.5;0.0;-11.0;7.0;10.0;13.115;0.0;-3.0;2.082;1.5;0.733
32;0;426;4.13;3201;-9.0;-496.0;113;-144;14;1.534;1.392;-0.142;408;427;19574;11;1.39;1.319;1.245;100.7;80.0;70.0;96.0;91.0;67.0;0.0;11.0;13.0;20.0;17.0;352.0;133.0;-22.0;-22.0;-25.0;-27.0;-1.0;-18.0;-27.0;0.0;1.0;-7.0;5.1;14.77;22.139;87.667;22.502;70.0;113.0;13.801;70.0;15.477;59.0;3.667;6.351;0.0;11.0;10.571;7.764;0.0;19.0;20.929;15.867;0.0;56.0;0.0;21.838;80.791;-22.0;0.0;-22.0;-22.0;-25.286;3.352;-29.0;-22.0;-22.643;6.109;-29.0;-5.0;-10.333;-27.0;14.0;-3.714;14.174;-27.0;14.0;-6.857;11.588;-27.0;1.424;5.1;-0.0;1.501;5.1;33.0;23.0;29.738;21.5;0.0;11.0;5.859;-5.5;0.0;0.0;6.351;33.0;22.502;0.0;0.0;1.732;-0.0;0.719
33;0;426;4.26;3403;-9.0;-532.0;69;-175;-31;1.556;1.427;-0.129;408;418;19574;11;1.392;1.313;1.267;100.9;113.0;80.0;70.0;99.0;66.0;0.0;0.0;11.0;18.0;38.0;370.0;171.0;-22.0;-22.0;-22.0;-28.0;-5.0;14.0;-18.0;-27.0;7.0;-11.0;5.1;14.363;23.735;87.333;22.898;69.0;113.0;15.826;69.0;15.243;59.0;0.0;0.0;0.0;0.0;8.0;7.874;0.0;19.0;18.214;15.972;0.0;56.0;0.0;14.863;66.515;-22.0;0.0;-22.0;-22.0;-24.429;3.309;-29.0;-22.0;-23.857;3.439;-29.0;-18.0;-11.667;-31.0;14.0;-9.143;16.477;-31.0;14.0;-8.286;13.252;-31.0;2.406;5.1;0.0;0.0;5.1;-44.0;-77.0;39.526;-5.5;0.0;0.0;6.351;-0.0;0.0;0.0;0.0;-44.0;22.898;0.0;0.0;0.0;-0.0;0.718
34;0;426;4.39;3504;-7.0;-459.0;81;-196;-20;1.578;1.455;-0.123;407;414;19574;11;1.427;1.318;1.29;96.1;69.0;113.0;80.0;92.0;59.0;0.0;0.0;0.0;19.0;56.0;389.0;227.0;-22.0;-22.0;-22.0;-29.0;-18.0;-31.0;14.0;-18.0;-2.0;-21.0;6.444;13.936;24.64;87.667;22.745;69.0;113.0;15.892;69.0;13.6;67.0;0.0;0.0;0.0;0.0;5.286;6.626;0.0;13.0;14.214;12.392;0.0;45.0;0.0;9.327;56.07;-20.667;2.309;-22.0;-18.0;-22.857;3.388;-29.0;-18.0;-23.857;3.439;-29.0;-18.0;-12.333;-31.0;14.0;-11.714;16.58;-31.0;14.0;-8.214;13.18;-31.0;2.144;7.7;2.6;1.501;6.4;12.0;56.0;39.804;-16.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;12.0;22.745;4.0;4.0;2.309;2.0;0.701
35;0;426;4.52;3601;-13.0;-390.0;96;-201;-5;1.6;1.467;-0.133;407;417;19574;11;1.455;1.323;1.3;96.3;81.0;69.0;113.0;95.0;67.0;0.0;0.0;0.0;13.0;45.0;402.0;272.0;-18.0;-22.0;-22.0;-29.0;-24.0;-20.0;-31.0;14.0;0.0;-15.0;4.446;10.42;23.448;82.0;13.528;69.0;96.0;15.988;69.0;12.871;69.0;0.0;0.0;0.0;0.0;3.429;5.884;0.0;13.0;11.0;9.224;0.0;26.0;0.0;4.158;48.86;-24.333;7.767;-33.0;-18.0;-23.429;4.685;-33.0;-18.0;-24.5;4.22;-33.0;-18.0;-18.667;-31.0;-5.0;-12.429;16.092;-31.0;14.0;-7.5;13.055;-31.0;1.729;-7.7;-15.4;8.244;0.0;15.0;3.0;33.232;13.5;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;15.0;13.528;-15.0;-19.0;10.017;-5.5;0.687
1;46;46;0.1;18;1.0;2.0;26;11;12;0.321;0.28;-0.041;0;0;19954;12;0.28;0.28;0.28;20.0;26.0;26.0;26.0;26.0;26.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;2.0;2.0;2.0;2.0;2.0;12.0;12.0;12.0;12.0;12.0;1.838;1.838;1.838;26.0;5.657;26.0;26.0;5.657;26.0;5.657;26.0;46.0;8.485;46.0;46.0;46.0;8.485;46.0;46.0;46.0;8.485;46.0;46.0;24.042;24.042;24.042;2.0;0.707;2.0;2.0;2.0;0.707;2.0;2.0;2.0;0.707;2.0;2.0;12.0;12.0;12.0;12.0;7.778;12.0;12.0;12.0;7.778;12.0;0.769;2.6;-2.6;1.838;1.3;-8.0;8.0;5.657;-4.0;-12.0;12.0;8.485;-6.0;34.0;0.0;0.0;0.0;0.0;-1.0;-3.0;2.121;-2.5;3.571
2;34;80;0.23;40;0.0;3.0;18;12;1;0.549;0.475;-0.074;0;0;19920;12;0.28;0.28;0.28;20.0;26.0;26.0;26.0;26.0;26.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;2.0;2.0;2.0;2.0;2.0;12.0;12.0;12.0;12.0;12.0;1.838;1.838;1.838;22.0;5.657;18.0;26.0;5.657;18.0;5.657;18.0;40.0;8.485;34.0;46.0;40.0;8.485;34.0;46.0;40.0;8.485;34.0;46.0;24.042;24.042;24.042;1.5;0.707;1.0;2.0;1.5;0.707;1.0;2.0;1.5;0.707;1.0;2.0;6.5;1.0;12.0;6.5;7.778;1.0;12.0;6.5;7.778;1.0;1.256;2.6;-2.6;1.838;1.3;-8.0;8.0;5.657;-4.0;-12.0;12.0;8.485;-6.0;34.0;0.0;0.0;0.0;0.0;-1.0;-3.0;2.121;-2.5;3.571
3;34;114;0.36;66;-1.0;-1.0;18;9;-2;0.711;0.6;-0.111;0;0;19886;12;0.475;0.28;0.28;20.0;18.0;26.0;26.0;26.0;26.0;34.0;46.0;46.0;46.0;46.0;46.0;46.0;1.0;2.0;2.0;2.0;2.0;1.0;12.0;12.0;12.0;12.0;1.501;1.501;1.501;20.667;4.619;18.0;26.0;4.619;18.0;4.619;18.0;38.0;6.928;34.0;46.0;38.0;6.928;34.0;46.0;38.0;6.928;34.0;46.0;34.0;34.0;34.0;0.0;2.646;-3.0;2.0;0.0;2.646;-3.0;2.0;0.0;2.646;-3.0;2.0;3.667;-2.0;12.0;3.667;7.371;-2.0;12.0;3.667;7.371;-2.0;1.256;0.0;-2.6;1.838;1.3;0.0;8.0;5.657;-4.0;0.0;12.0;8.485;-6.0;34.0;0.0;0.0;0.0;0.0;-4.0;-3.0;2.121;-2.5;2.105
4;15;129;0.49;96;-2.0;-6.0;28;14;4;0.826;0.706;-0.12;0;0;19871;12;0.6;0.28;0.28;20.0;18.0;18.0;26.0;26.0;26.0;34.0;34.0;46.0;46.0;46.0;46.0;46.0;-3.0;1.0;2.0;2.0;2.0;-2.0;1.0;12.0;12.0;12.0;1.501;2.123;2.123;21.333;5.774;18.0;28.0;5.26;18.0;5.26;18.0;27.667;10.97;15.0;34.0;32.25;12.816;15.0;46.0;32.25;12.816;15.0;46.0;25.106;37.026;37.026;-2.333;3.055;-5.0;1.0;-1.25;3.304;-5.0;2.0;-1.25;3.304;-5.0;2.0;1.0;-2.0;4.0;3.75;6.021;-2.0;12.0;3.75;6.021;-2.0;0.9;2.6;2.6;1.501;1.3;10.0;10.0;9.018;5.0;-19.0;-19.0;9.609;-9.5;15.0;-19.0;10.97;10.0;5.774;-2.0;2.0;1.528;-3.0;1.667
5;11;140;0.62;131;-3.0;-13.0;27;14;0;0.914;0.782;-0.132;0;0;19860;12;0.706;0.28;0.28;20.0;28.0;18.0;18.0;26.0;26.0;15.0;34.0;34.0;46.0;46.0;46.0;46.0;-5.0;-3.0;1.0;2.0;2.0;4.0;-2.0;1.0;12.0;12.0;2.55;2.93;2.93;24.333;5.508;18.0;28.0;4.98;18.0;4.98;18.0;20.0;12.288;11.0;34.0;28.0;14.612;11.0;46.0;28.0;14.612;11.0;46.0;13.051;38.525;38.525;-4.667;1.528;-6.0;-3.0;-2.2;3.564;-6.0;2.0;-2.2;3.564;-6.0;2.0;0.667;-2.0;4.0;3.0;5.477;-2.0;12.0;3.0;5.477;-2.0;1.026;2.5;-0.1;1.473;2.55;-1.0;-11.0;6.083;4.5;-4.0;15.0;10.017;-11.5;11.0;-4.0;12.288;-1.0;5.508;-1.0;1.0;1.528;-1.5;1.416
